date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
11-2022,1.0,0.993585,0.987185,0.980799,0.974427,0.968071,0.961728,0.9554,0.949087,0.942788,0.936504,0.930234,0.92398,0.91774,0.911514,0.905304,0.899108,0.892927,0.886761,0.88061,0.874474,0.868353,0.862246,0.856155,0.850079,0.844018,0.837972,0.831942,0.825926,0.819926,0.813941,0.807971,0.802017,0.796078,0.790154,0.784246,0.778353,0.772476,0.766614,0.760768,0.754938,0.749123,0.743324,0.73754,0.731772,0.726021,0.720285,0.714564,0.70886,0.703172,0.6975,0.691843,0.686203,0.680579,0.674971,0.669379,0.663804,0.658244,0.652701,0.647175,0.641665,0.636171,0.630694,0.625233,0.619789,0.614361,0.60895,0.603556,0.598179,0.592818,0.587474,0.582147,0.576837,0.571544,0.566268,0.561009,0.555767,0.550543,0.545335,0.540145,0.534972,0.529817,0.524679,0.519558,0.514455,0.50937,0.504302,0.499252,0.494219,0.489205,0.484208,0.479229,0.474268,0.469325,0.464401,0.459494,0.454606,0.449735,0.444883,0.44005,0.435235,0.430438,0.42566,0.420901,0.41616,0.411438,0.406735,0.40205,0.397385,0.392738,0.388111,0.383503,0.378914,0.374344,0.369794,0.365263,0.360752,0.35626,0.351788,0.347335,0.342903,0.33849,0.334097,0.329724,0.325372,0.321039,0.316727,0.312435,0.308164,0.303913,0.299683,0.295473,0.291285,0.287117,0.28297,0.278844,0.27474,0.270656,0.266594,0.262554,0.258535,0.254537,0.250562,0.246608,0.242676,0.238767,0.234879,0.231014,0.227171,0.223351,0.219553,0.215778,0.212026,0.208297,0.204591,0.200909,0.197249,0.193614,0.190001,0.186413,0.182849,0.179308,0.175792,0.1723,0.168833,0.16539,0.161972,0.158579,0.155211,0.151868,0.148551,0.14526,0.141994,0.138754,0.13554,0.132353,0.129192,0.126058,0.122951,0.119871,0.116818,0.113793,0.110796,0.107827,0.104885,0.101973,0.099089,0.096234,0.093408,0.090612,0.087845,0.085108,0.082402,0.079727,0.077082,0.074469,0.071887,0.069337,0.066819,0.064334,0.061882,0.059464,0.057079,0.054728,0.052412,0.050132,0.047886,0.045677,0.043505,0.04137,0.039272,0.037213,0.035192,0.033212,0.031272,0.029372,0.027515,0.0257,0.023929,0.022203,0.020522,0.018888,0.017301,0.015764,0.014277,0.012843,0.011462,0.010137,0.00887,0.007663,0.006518,0.00544,0.004432,0.003498,0.002644,0.001878,0.001207,0.000648,0.000224,0.0
12-2022,1.0,0.993003,0.986027,0.97907,0.972133,0.965216,0.958318,0.951441,0.944584,0.937746,0.930929,0.924132,0.917355,0.910598,0.903861,0.897144,0.890447,0.883771,0.877115,0.870479,0.863863,0.857268,0.850694,0.844139,0.837605,0.831092,0.824599,0.818126,0.811674,0.805243,0.798832,0.792442,0.786073,0.779725,0.773397,0.76709,0.760803,0.754538,0.748293,0.74207,0.735867,0.729686,0.723525,0.717386,0.711267,0.70517,0.699094,0.693039,0.687005,0.680992,0.675001,0.669031,0.663083,0.657156,0.65125,0.645366,0.639504,0.633663,0.627844,0.622046,0.61627,0.610515,0.604783,0.599072,0.593383,0.587716,0.582071,0.576448,0.570847,0.565268,0.559711,0.554176,0.548664,0.543173,0.537705,0.532259,0.526836,0.521435,0.516056,0.5107,0.505366,0.500055,0.494767,0.489501,0.484258,0.479038,0.47384,0.468666,0.463514,0.458385,0.45328,0.448197,0.443137,0.438101,0.433088,0.428098,0.423132,0.418188,0.413269,0.408372,0.4035,0.39865,0.393825,0.389023,0.384245,0.379491,0.37476,0.370054,0.365372,0.360713,0.356079,0.351469,0.346883,0.342321,0.337784,0.333271,0.328783,0.324319,0.31988,0.315465,0.311076,0.306711,0.302371,0.298055,0.293765,0.2895,0.28526,0.281046,0.276857,0.272693,0.268554,0.264441,0.260354,0.256292,0.252256,0.248246,0.244262,0.240304,0.236372,0.232466,0.228587,0.224733,0.220907,0.217106,0.213333,0.209586,0.205865,0.202172,0.198506,0.194867,0.191255,0.18767,0.184112,0.180582,0.17708,0.173605,0.170158,0.166739,0.163348,0.159986,0.156651,0.153345,0.150067,0.146818,0.143597,0.140405,0.137243,0.134109,0.131005,0.12793,0.124884,0.121868,0.118882,0.115926,0.113,0.110104,0.107238,0.104403,0.101599,0.098825,0.096082,0.093371,0.090691,0.088042,0.085426,0.082841,0.080288,0.077767,0.075279,0.072824,0.070402,0.068012,0.065656,0.063334,0.061045,0.058791,0.056571,0.054385,0.052234,0.050118,0.048038,0.045993,0.043984,0.042012,0.040076,0.038177,0.036316,0.034492,0.032706,0.030959,0.02925,0.027581,0.025951,0.024362,0.022813,0.021306,0.01984,0.018417,0.017037,0.0157,0.014408,0.013161,0.01196,0.010805,0.009698,0.00864,0.007632,0.006674,0.00577,0.004918,0.004123,0.003385,0.002707,0.002091,0.001541,0.00106,0.000655,0.000332,0.000104,0.0
01-2023,1.0,0.99332,0.986657,0.980011,0.973381,0.966769,0.960173,0.953594,0.947032,0.940487,0.93396,0.927449,0.920955,0.914478,0.908019,0.901576,0.895151,0.888743,0.882353,0.875979,0.869623,0.863284,0.856963,0.850659,0.844372,0.838103,0.831852,0.825618,0.819401,0.813203,0.807021,0.800858,0.794712,0.788584,0.782474,0.776381,0.770307,0.76425,0.758211,0.75219,0.746187,0.740203,0.734236,0.728287,0.722357,0.716444,0.71055,0.704674,0.698817,0.692977,0.687156,0.681354,0.67557,0.669804,0.664057,0.658329,0.652619,0.646927,0.641255,0.635601,0.629966,0.62435,0.618752,0.613174,0.607614,0.602074,0.596552,0.591049,0.585566,0.580102,0.574657,0.569231,0.563824,0.558437,0.55307,0.547721,0.542392,0.537083,0.531793,0.526523,0.521273,0.516042,0.510831,0.50564,0.500469,0.495318,0.490186,0.485075,0.479984,0.474913,0.469862,0.464831,0.459821,0.454831,0.449861,0.444912,0.439984,0.435076,0.430188,0.425322,0.420476,0.415651,0.410847,0.406064,0.401301,0.39656,0.39184,0.387141,0.382464,0.377808,0.373173,0.368559,0.363967,0.359397,0.354848,0.350322,0.345816,0.341333,0.336872,0.332433,0.328015,0.32362,0.319247,0.314897,0.310569,0.306263,0.30198,0.29772,0.293482,0.289267,0.285075,0.280906,0.276759,0.272636,0.268537,0.26446,0.260407,0.256378,0.252372,0.248389,0.244431,0.240496,0.236585,0.232698,0.228836,0.224997,0.221184,0.217394,0.213629,0.209889,0.206173,0.202483,0.198817,0.195177,0.191562,0.187972,0.184408,0.180869,0.177356,0.173869,0.170408,0.166973,0.163564,0.160182,0.156826,0.153497,0.150195,0.146919,0.143671,0.14045,0.137257,0.134091,0.130953,0.127842,0.12476,0.121706,0.118681,0.115684,0.112715,0.109776,0.106866,0.103986,0.101135,0.098313,0.095522,0.092761,0.09003,0.08733,0.084661,0.082023,0.079417,0.076842,0.074299,0.071788,0.06931,0.066864,0.064452,0.062072,0.059727,0.057415,0.055138,0.052895,0.050688,0.048516,0.04638,0.04428,0.042216,0.04019,0.038201,0.03625,0.034338,0.032465,0.030632,0.028838,0.027086,0.025375,0.023706,0.02208,0.020498,0.01896,0.017467,0.016021,0.014622,0.013272,0.011971,0.010721,0.009523,0.008379,0.007291,0.006261,0.00529,0.004383,0.00354,0.002767,0.002067,0.001447,0.000914,0.000478,0.000158,0.0
02-2023,1.0,0.993661,0.987336,0.981025,0.974728,0.968444,0.962175,0.955919,0.949677,0.943449,0.937235,0.931035,0.92485,0.918678,0.91252,0.906376,0.900247,0.894132,0.88803,0.881944,0.875871,0.869813,0.863769,0.857739,0.851724,0.845724,0.839737,0.833766,0.827808,0.821866,0.815938,0.810024,0.804126,0.798242,0.792372,0.786518,0.780678,0.774853,0.769043,0.763248,0.757468,0.751703,0.745953,0.740218,0.734498,0.728793,0.723103,0.717429,0.711769,0.706125,0.700497,0.694884,0.689286,0.683703,0.678136,0.672585,0.667049,0.661529,0.656024,0.650535,0.645062,0.639605,0.634163,0.628738,0.623328,0.617934,0.612556,0.607194,0.601848,0.596519,0.591205,0.585908,0.580627,0.575362,0.570114,0.564882,0.559667,0.554468,0.549285,0.544119,0.53897,0.533838,0.528722,0.523623,0.518541,0.513476,0.508428,0.503397,0.498383,0.493386,0.488406,0.483443,0.478498,0.47357,0.46866,0.463767,0.458891,0.454033,0.449193,0.44437,0.439566,0.434779,0.430009,0.425258,0.420525,0.41581,0.411113,0.406434,0.401774,0.397132,0.392508,0.387903,0.383316,0.378748,0.374199,0.369668,0.365156,0.360663,0.356189,0.351735,0.347299,0.342883,0.338485,0.334108,0.329749,0.32541,0.321091,0.316792,0.312512,0.308252,0.304012,0.299792,0.295593,0.291413,0.287254,0.283115,0.278997,0.274899,0.270822,0.266766,0.262731,0.258717,0.254724,0.250752,0.246801,0.242872,0.238964,0.235078,0.231214,0.227372,0.223551,0.219753,0.215977,0.212223,0.208492,0.204783,0.201097,0.197434,0.193794,0.190178,0.186584,0.183014,0.179467,0.175944,0.172445,0.16897,0.16552,0.162093,0.158691,0.155314,0.151961,0.148634,0.145332,0.142055,0.138803,0.135578,0.132378,0.129204,0.126057,0.122936,0.119842,0.116775,0.113736,0.110723,0.107739,0.104782,0.101853,0.098953,0.096081,0.093239,0.090425,0.087641,0.084887,0.082163,0.07947,0.076807,0.074175,0.071575,0.069006,0.06647,0.063966,0.061495,0.059058,0.056654,0.054284,0.05195,0.04965,0.047386,0.045159,0.042968,0.040815,0.038699,0.036623,0.034585,0.032588,0.030632,0.028717,0.026845,0.025016,0.023232,0.021493,0.019801,0.018157,0.016562,0.015018,0.013526,0.012088,0.010706,0.009383,0.00812,0.006921,0.005789,0.004728,0.003742,0.002838,0.002023,0.001308,0.000707,0.000247,0.0
03-2023,1.0,0.994192,0.988393,0.982604,0.976825,0.971055,0.965295,0.959544,0.953803,0.948071,0.94235,0.936638,0.930936,0.925243,0.91956,0.913887,0.908224,0.902571,0.896928,0.891295,0.885671,0.880058,0.874455,0.868861,0.863278,0.857705,0.852142,0.846589,0.841047,0.835514,0.829992,0.82448,0.818978,0.813487,0.808006,0.802536,0.797076,0.791626,0.786187,0.780758,0.77534,0.769933,0.764536,0.75915,0.753774,0.748409,0.743055,0.737712,0.732379,0.727058,0.721747,0.716447,0.711159,0.705881,0.700614,0.695358,0.690114,0.68488,0.679658,0.674447,0.669247,0.664059,0.658882,0.653716,0.648561,0.643418,0.638287,0.633167,0.628059,0.622962,0.617877,0.612804,0.607742,0.602692,0.597654,0.592628,0.587614,0.582612,0.577621,0.572643,0.567677,0.562723,0.557781,0.552852,0.547935,0.54303,0.538137,0.533257,0.528389,0.523534,0.518692,0.513862,0.509045,0.50424,0.499449,0.49467,0.489904,0.485151,0.480411,0.475684,0.47097,0.46627,0.461583,0.456908,0.452248,0.447601,0.442967,0.438347,0.43374,0.429147,0.424568,0.420002,0.415451,0.410913,0.406389,0.40188,0.397384,0.392903,0.388436,0.383984,0.379545,0.375122,0.370713,0.366318,0.361938,0.357573,0.353223,0.348888,0.344568,0.340263,0.335973,0.331699,0.32744,0.323196,0.318968,0.314756,0.310559,0.306378,0.302213,0.298064,0.293932,0.289815,0.285715,0.281631,0.277564,0.273513,0.269479,0.265462,0.261462,0.257479,0.253513,0.249564,0.245633,0.24172,0.237824,0.233946,0.230085,0.226243,0.222419,0.218614,0.214827,0.211058,0.207308,0.203578,0.199866,0.196173,0.1925,0.188847,0.185213,0.181598,0.178004,0.174431,0.170877,0.167344,0.163832,0.160341,0.156871,0.153423,0.149996,0.146591,0.143208,0.139847,0.136508,0.133193,0.1299,0.12663,0.123384,0.120162,0.116964,0.11379,0.110641,0.107516,0.104417,0.101343,0.098296,0.095274,0.09228,0.089312,0.086371,0.083459,0.080574,0.077718,0.074892,0.072095,0.069328,0.066591,0.063886,0.061212,0.058571,0.055963,0.053388,0.050848,0.048343,0.045873,0.043441,0.041046,0.038689,0.036372,0.034096,0.031861,0.02967,0.027523,0.025422,0.023369,0.021365,0.019412,0.017513,0.01567,0.013886,0.012163,0.010507,0.008921,0.007411,0.005982,0.004644,0.003406,0.002284,0.0013,0.000496,0.0
04-2023,1.0,0.994365,0.988738,0.983119,0.977509,0.971906,0.966313,0.960727,0.95515,0.949581,0.944021,0.938469,0.932925,0.927391,0.921864,0.916346,0.910837,0.905336,0.899844,0.89436,0.888886,0.883419,0.877962,0.872513,0.867073,0.861642,0.85622,0.850806,0.845402,0.840006,0.834619,0.829242,0.823873,0.818513,0.813162,0.80782,0.802488,0.797164,0.79185,0.786545,0.781249,0.775962,0.770685,0.765417,0.760158,0.754909,0.749669,0.744438,0.739217,0.734006,0.728804,0.723611,0.718428,0.713255,0.708091,0.702937,0.697793,0.692659,0.687534,0.68242,0.677315,0.67222,0.667135,0.66206,0.656995,0.65194,0.646895,0.64186,0.636836,0.631821,0.626817,0.621823,0.61684,0.611867,0.606904,0.601952,0.59701,0.592079,0.587158,0.582248,0.577349,0.57246,0.567582,0.562715,0.557859,0.553013,0.548179,0.543355,0.538543,0.533742,0.528951,0.524172,0.519404,0.514648,0.509902,0.505168,0.500446,0.495735,0.491035,0.486347,0.481671,0.477006,0.472353,0.467712,0.463083,0.458466,0.45386,0.449267,0.444686,0.440117,0.43556,0.431015,0.426483,0.421963,0.417456,0.412961,0.408479,0.404009,0.399552,0.395108,0.390677,0.386258,0.381853,0.377461,0.373081,0.368716,0.364363,0.360024,0.355698,0.351386,0.347087,0.342802,0.338531,0.334274,0.33003,0.325801,0.321586,0.317385,0.313198,0.309026,0.304868,0.300725,0.296596,0.292483,0.288384,0.2843,0.280231,0.276177,0.272139,0.268116,0.264109,0.260117,0.256141,0.252181,0.248237,0.244309,0.240397,0.236501,0.232622,0.22876,0.224914,0.221085,0.217274,0.213479,0.209702,0.205942,0.2022,0.198476,0.19477,0.191081,0.187411,0.18376,0.180127,0.176513,0.172918,0.169342,0.165785,0.162248,0.158731,0.155234,0.151757,0.148301,0.144865,0.14145,0.138056,0.134684,0.131333,0.128004,0.124698,0.121413,0.118152,0.114914,0.111699,0.108508,0.10534,0.102198,0.099079,0.095987,0.092919,0.089878,0.086862,0.083874,0.080913,0.077979,0.075074,0.072197,0.06935,0.066533,0.063746,0.06099,0.058266,0.055574,0.052916,0.050292,0.047702,0.045149,0.042632,0.040152,0.037712,0.035312,0.032953,0.030637,0.028366,0.02614,0.023962,0.021835,0.019759,0.017738,0.015776,0.013874,0.012037,0.01027,0.008579,0.006969,0.005451,0.004035,0.002738,0.001585,0.000623,0.0
05-2023,1.0,0.993576,0.987167,0.980773,0.974393,0.968027,0.961677,0.95534,0.949019,0.942712,0.93642,0.930142,0.923879,0.917631,0.911398,0.90518,0.898977,0.892788,0.886615,0.880456,0.874313,0.868184,0.862071,0.855973,0.84989,0.843822,0.837769,0.831732,0.825709,0.819702,0.813711,0.807735,0.801774,0.795828,0.789899,0.783984,0.778085,0.772202,0.766335,0.760483,0.754646,0.748826,0.743021,0.737232,0.731459,0.725702,0.71996,0.714235,0.708525,0.702832,0.697155,0.691494,0.685848,0.68022,0.674607,0.669011,0.66343,0.657867,0.652319,0.646788,0.641274,0.635776,0.630295,0.62483,0.619382,0.61395,0.608536,0.603138,0.597757,0.592393,0.587045,0.581715,0.576402,0.571105,0.565826,0.560564,0.555319,0.550092,0.544882,0.539689,0.534513,0.529355,0.524215,0.519092,0.513986,0.508898,0.503828,0.498776,0.493742,0.488725,0.483726,0.478746,0.473783,0.468838,0.463912,0.459004,0.454114,0.449242,0.444389,0.439554,0.434738,0.42994,0.425161,0.420401,0.415659,0.410937,0.406233,0.401548,0.396882,0.392235,0.387607,0.382999,0.37841,0.37384,0.369289,0.364759,0.360247,0.355756,0.351284,0.346832,0.342399,0.337987,0.333595,0.329223,0.324871,0.320539,0.316228,0.311937,0.307666,0.303417,0.299188,0.294979,0.290792,0.286625,0.28248,0.278356,0.274253,0.270171,0.266111,0.262072,0.258055,0.25406,0.250086,0.246135,0.242205,0.238298,0.234412,0.23055,0.226709,0.222892,0.219097,0.215324,0.211575,0.207849,0.204146,0.200466,0.19681,0.193178,0.189569,0.185984,0.182423,0.178886,0.175373,0.171885,0.168421,0.164982,0.161568,0.158179,0.154815,0.151476,0.148163,0.144876,0.141614,0.138379,0.135169,0.131986,0.12883,0.1257,0.122598,0.119523,0.116475,0.113454,0.110462,0.107497,0.104561,0.101654,0.098775,0.095925,0.093104,0.090313,0.087552,0.084821,0.08212,0.07945,0.076811,0.074204,0.071627,0.069083,0.066572,0.064092,0.061646,0.059234,0.056855,0.05451,0.052201,0.049926,0.047687,0.045484,0.043318,0.041189,0.039098,0.037045,0.035031,0.033057,0.031123,0.02923,0.02738,0.025572,0.023807,0.022087,0.020413,0.018785,0.017205,0.015674,0.014194,0.012766,0.011392,0.010073,0.008812,0.007611,0.006474,0.005402,0.004399,0.003471,0.002623,0.001861,0.001196,0.000641,0.000221,0.0
06-2023,1.0,0.992911,0.985843,0.978796,0.97177,0.964764,0.957779,0.950815,0.943872,0.93695,0.930049,0.923169,0.91631,0.909471,0.902654,0.895858,0.889083,0.882329,0.875596,0.868885,0.862195,0.855525,0.848878,0.842251,0.835646,0.829062,0.8225,0.815959,0.809439,0.802941,0.796465,0.79001,0.783577,0.777165,0.770775,0.764407,0.75806,0.751735,0.745432,0.73915,0.732891,0.726653,0.720437,0.714244,0.708072,0.701922,0.695794,0.689689,0.683605,0.677544,0.671504,0.665487,0.659493,0.65352,0.64757,0.641642,0.635737,0.629854,0.623994,0.618156,0.61234,0.606547,0.600777,0.59503,0.589305,0.583603,0.577924,0.572267,0.566634,0.561023,0.555435,0.54987,0.544329,0.53881,0.533314,0.527842,0.522393,0.516967,0.511564,0.506185,0.500829,0.495496,0.490187,0.484902,0.47964,0.474401,0.469187,0.463995,0.458828,0.453685,0.448565,0.443469,0.438397,0.433349,0.428325,0.423325,0.41835,0.413398,0.408471,0.403568,0.398689,0.393835,0.389005,0.3842,0.379419,0.374663,0.369931,0.365224,0.360542,0.355885,0.351253,0.346646,0.342063,0.337506,0.332974,0.328467,0.323985,0.319529,0.315098,0.310692,0.306312,0.301958,0.297629,0.293326,0.289048,0.284797,0.280571,0.276371,0.272198,0.26805,0.263929,0.259834,0.255765,0.251723,0.247707,0.243717,0.239755,0.235819,0.231909,0.228027,0.224172,0.220343,0.216542,0.212768,0.209022,0.205302,0.20161,0.197946,0.194309,0.1907,0.187119,0.183566,0.180041,0.176544,0.173075,0.169634,0.166222,0.162839,0.159484,0.156158,0.15286,0.149592,0.146352,0.143142,0.139961,0.13681,0.133688,0.130595,0.127533,0.1245,0.121498,0.118525,0.115583,0.112671,0.10979,0.10694,0.10412,0.101332,0.098574,0.095848,0.093154,0.090491,0.08786,0.08526,0.082693,0.080158,0.077656,0.075187,0.07275,0.070346,0.067976,0.065639,0.063336,0.061066,0.058831,0.05663,0.054464,0.052332,0.050236,0.048174,0.046149,0.044159,0.042206,0.040289,0.038408,0.036565,0.034759,0.032991,0.031261,0.029569,0.027916,0.026303,0.024729,0.023195,0.021702,0.02025,0.018839,0.01747,0.016144,0.014862,0.013623,0.012429,0.01128,0.010178,0.009122,0.008114,0.007156,0.006247,0.00539,0.004585,0.003834,0.00314,0.002503,0.001927,0.001414,0.000969,0.000595,0.000299,9.2e-05,0.0
07-2023,1.0,0.993704,0.987422,0.981153,0.974898,0.968656,0.962428,0.956213,0.950011,0.943823,0.937649,0.931489,0.925342,0.919209,0.913089,0.906983,0.900891,0.894813,0.888749,0.882698,0.876662,0.870639,0.864631,0.858636,0.852656,0.846689,0.840737,0.834798,0.828874,0.822964,0.817069,0.811187,0.80532,0.799467,0.793629,0.787805,0.781995,0.7762,0.77042,0.764654,0.758902,0.753165,0.747443,0.741735,0.736043,0.730364,0.724701,0.719053,0.713419,0.707801,0.702197,0.696608,0.691035,0.685476,0.679932,0.674404,0.668891,0.663393,0.65791,0.652443,0.646991,0.641554,0.636133,0.630728,0.625337,0.619963,0.614604,0.609261,0.603933,0.598621,0.593325,0.588045,0.582781,0.577532,0.5723,0.567083,0.561883,0.556699,0.551531,0.546379,0.541244,0.536125,0.531022,0.525935,0.520865,0.515812,0.510775,0.505755,0.500752,0.495765,0.490795,0.485842,0.480906,0.475987,0.471085,0.4662,0.461332,0.456481,0.451648,0.446832,0.442033,0.437252,0.432488,0.427742,0.423013,0.418302,0.413609,0.408934,0.404276,0.399637,0.395016,0.390412,0.385827,0.38126,0.376712,0.372182,0.36767,0.363177,0.358702,0.354246,0.349809,0.345391,0.340992,0.336611,0.33225,0.327908,0.323585,0.319281,0.314997,0.310732,0.306487,0.302262,0.298056,0.29387,0.289704,0.285559,0.281433,0.277327,0.273242,0.269177,0.265133,0.26111,0.257107,0.253125,0.249164,0.245224,0.241305,0.237407,0.233531,0.229677,0.225843,0.222032,0.218243,0.214475,0.21073,0.207007,0.203306,0.199628,0.195972,0.192339,0.188729,0.185143,0.181579,0.178039,0.174522,0.171029,0.167559,0.164114,0.160693,0.157296,0.153924,0.150576,0.147253,0.143955,0.140682,0.137435,0.134213,0.131017,0.127847,0.124704,0.121586,0.118496,0.115432,0.112395,0.109386,0.106404,0.10345,0.100524,0.097626,0.094757,0.091917,0.089106,0.086325,0.083573,0.080852,0.078161,0.075501,0.072872,0.070274,0.067708,0.065175,0.062674,0.060206,0.057772,0.055372,0.053007,0.050676,0.048381,0.046121,0.043899,0.041713,0.039566,0.037457,0.035387,0.033357,0.031368,0.02942,0.027515,0.025653,0.023835,0.022063,0.020337,0.01866,0.017031,0.015454,0.013928,0.012457,0.011042,0.009686,0.008391,0.007159,0.005995,0.004903,0.003887,0.002954,0.002111,0.001368,0.000743,0.000262,0.0
08-2023,1.0,0.993797,0.987606,0.981428,0.975263,0.969111,0.962971,0.956844,0.950729,0.944628,0.938539,0.932463,0.9264,0.92035,0.914313,0.908289,0.902278,0.89628,0.890295,0.884323,0.878364,0.872419,0.866486,0.860567,0.854661,0.848768,0.842889,0.837023,0.83117,0.825331,0.819505,0.813693,0.807894,0.802109,0.796337,0.790579,0.784834,0.779104,0.773387,0.767683,0.761994,0.756318,0.750656,0.745008,0.739374,0.733754,0.728148,0.722556,0.716978,0.711415,0.705865,0.700329,0.694808,0.689301,0.683809,0.67833,0.672867,0.667417,0.661982,0.656562,0.651156,0.645765,0.640388,0.635026,0.629679,0.624346,0.619029,0.613726,0.608438,0.603165,0.597907,0.592664,0.587436,0.582224,0.577026,0.571844,0.566677,0.561525,0.556389,0.551268,0.546162,0.541072,0.535998,0.530939,0.525896,0.520869,0.515857,0.510862,0.505882,0.500918,0.49597,0.491038,0.486122,0.481223,0.476339,0.471472,0.466621,0.461787,0.456969,0.452168,0.447383,0.442615,0.437863,0.433128,0.42841,0.423709,0.419025,0.414358,0.409708,0.405075,0.40046,0.395861,0.39128,0.386717,0.382171,0.377642,0.373131,0.368638,0.364163,0.359705,0.355266,0.350844,0.346441,0.342056,0.337689,0.33334,0.32901,0.324698,0.320405,0.316131,0.311875,0.307638,0.303421,0.299222,0.295042,0.290882,0.286741,0.282619,0.278517,0.274434,0.270371,0.266328,0.262305,0.258302,0.254319,0.250356,0.246414,0.242492,0.238591,0.23471,0.23085,0.227011,0.223193,0.219397,0.215622,0.211868,0.208135,0.204425,0.200736,0.197069,0.193424,0.189802,0.186202,0.182625,0.17907,0.175538,0.172029,0.168544,0.165081,0.161642,0.158227,0.154836,0.151469,0.148126,0.144808,0.141514,0.138245,0.135001,0.131782,0.128589,0.125421,0.122279,0.119164,0.116074,0.113012,0.109976,0.106967,0.103985,0.101032,0.098106,0.095208,0.092339,0.089498,0.086687,0.083905,0.081153,0.078431,0.075739,0.073078,0.070449,0.067851,0.065285,0.062752,0.060252,0.057785,0.055351,0.052953,0.050589,0.048261,0.045968,0.043713,0.041495,0.039314,0.037173,0.035071,0.03301,0.030989,0.029011,0.027076,0.025184,0.023338,0.021539,0.019787,0.018085,0.016433,0.014834,0.013289,0.0118,0.010371,0.009003,0.0077,0.006465,0.005303,0.004218,0.003218,0.002311,0.001508,0.000826,0.000295,0.0
09-2023,1.0,0.993398,0.986812,0.980243,0.973689,0.967152,0.96063,0.954125,0.947636,0.941164,0.934707,0.928268,0.921844,0.915437,0.909046,0.902672,0.896314,0.889972,0.883647,0.877339,0.871048,0.864773,0.858514,0.852273,0.846048,0.839839,0.833648,0.827474,0.821316,0.815175,0.809051,0.802944,0.796855,0.790782,0.784726,0.778687,0.772666,0.766661,0.760674,0.754704,0.748752,0.742816,0.736898,0.730998,0.725115,0.719249,0.713401,0.70757,0.701757,0.695962,0.690184,0.684424,0.678681,0.672957,0.66725,0.661561,0.65589,0.650237,0.644602,0.638985,0.633386,0.627805,0.622242,0.616698,0.611171,0.605663,0.600174,0.594702,0.589249,0.583815,0.578399,0.573001,0.567623,0.562262,0.556921,0.551598,0.546294,0.541009,0.535743,0.530495,0.525267,0.520058,0.514867,0.509696,0.504544,0.499412,0.494298,0.489204,0.484129,0.479074,0.474038,0.469022,0.464026,0.459049,0.454092,0.449154,0.444237,0.439339,0.434461,0.429604,0.424766,0.419948,0.415151,0.410374,0.405617,0.400881,0.396165,0.39147,0.386795,0.382141,0.377508,0.372895,0.368303,0.363732,0.359182,0.354653,0.350146,0.345659,0.341194,0.33675,0.332327,0.327926,0.323547,0.319189,0.314853,0.310539,0.306247,0.301976,0.297728,0.293502,0.289298,0.285116,0.280957,0.27682,0.272705,0.268614,0.264545,0.260499,0.256476,0.252476,0.248499,0.244545,0.240615,0.236708,0.232824,0.228964,0.225128,0.221316,0.217528,0.213763,0.210023,0.206308,0.202616,0.198949,0.195307,0.19169,0.188097,0.184529,0.180987,0.17747,0.173978,0.170512,0.167071,0.163656,0.160268,0.156905,0.153568,0.150258,0.146975,0.143718,0.140488,0.137285,0.134109,0.130961,0.12784,0.124747,0.121682,0.118644,0.115635,0.112655,0.109703,0.10678,0.103886,0.101022,0.098187,0.095382,0.092606,0.089861,0.087146,0.084462,0.081809,0.079187,0.076597,0.074038,0.071512,0.069017,0.066556,0.064127,0.061732,0.05937,0.057042,0.054749,0.05249,0.050267,0.048079,0.045927,0.043811,0.041732,0.039691,0.037687,0.035722,0.033795,0.031909,0.030062,0.028256,0.026491,0.024768,0.023089,0.021453,0.019861,0.018316,0.016816,0.015364,0.013961,0.012608,0.011306,0.010057,0.008862,0.007724,0.006644,0.005626,0.00467,0.003782,0.002965,0.002223,0.001562,0.000992,0.000523,0.000175,0.0
