date,tenor,rate
2014-01-08,1Y,0.002276
2014-01-08,2Y,0.003785
2014-01-08,3Y,0.005101
2014-01-08,5Y,0.007235
2014-01-08,7Y,0.00786
2014-01-08,10Y,0.008395
2014-01-08,15Y,0.009084
2014-01-08,20Y,0.00883
2014-01-08,30Y,0.009502
2014-01-09,1W,0.002307
2014-01-09,2W,0.002561
2014-01-09,1M,0.001885
2014-01-09,2M,0.00054
2014-01-09,3M,0.001805
2014-01-09,6M,0.003596
2014-01-09,9M,0.001598
2014-01-09,1Y,0.002598
2014-01-09,2Y,0.003386
2014-01-09,3Y,0.004822
2014-01-09,5Y,0.007147
2014-01-09,7Y,0.00783
2014-01-09,10Y,0.008324
2014-01-09,15Y,0.008978
2014-01-09,20Y,0.008904
2014-01-09,30Y,0.009716
2014-01-10,1W,0.002308
2014-01-10,2W,0.002327
2014-01-10,1M,0.002088
2014-01-10,2M,0.000353
2014-01-10,3M,0.001144
2014-01-10,6M,0.003089
2014-01-10,9M,0.001784
2014-01-10,1Y,0.002249
2014-01-10,2Y,0.002605
2014-01-10,3Y,0.004879
2014-01-10,5Y,0.007156
2014-01-10,7Y,0.008164
2014-01-10,10Y,0.008225
2014-01-10,15Y,0.008635
2014-01-10,20Y,0.008999
2014-01-10,30Y,0.009452
2014-01-13,1W,0.003928
2014-01-13,2W,0.002783
2014-01-13,1M,0.002206
2014-01-13,2M,-0.000492
2014-01-13,3M,6.6e-05
2014-01-13,6M,0.002966
2014-01-13,9M,0.002283
2014-01-13,1Y,0.002653
2014-01-13,2Y,0.003313
2014-01-13,3Y,0.00486
2014-01-13,5Y,0.007195
2014-01-13,7Y,0.008099
2014-01-13,10Y,0.008139
2014-01-13,15Y,0.008483
2014-01-13,20Y,0.008988
2014-01-13,30Y,0.009146
2014-01-14,1W,0.004093
2014-01-14,2W,0.00241
2014-01-14,1M,0.001238
2014-01-14,2M,0.00018
2014-01-14,3M,-0.000547
2014-01-14,6M,0.002888
2014-01-14,9M,0.003422
2014-01-14,1Y,0.00269
2014-01-14,2Y,0.003371
2014-01-14,3Y,0.004903
2014-01-14,5Y,0.007031
2014-01-14,7Y,0.008245
2014-01-14,10Y,0.00799
2014-01-14,15Y,0.008616
2014-01-14,20Y,0.00901
2014-01-14,30Y,0.009005
2014-01-15,1W,0.003114
2014-01-15,2W,0.001444
2014-01-15,1M,0.00071
2014-01-15,2M,-0.000591
2014-01-15,3M,-0.00034
2014-01-15,6M,0.002553
2014-01-15,9M,0.003398
2014-01-15,1Y,0.002382
2014-01-15,2Y,0.003728
2014-01-15,3Y,0.004736
2014-01-15,5Y,0.0069
2014-01-15,7Y,0.008079
2014-01-15,10Y,0.008058
2014-01-15,15Y,0.008777
2014-01-15,20Y,0.009096
2014-01-15,30Y,0.009002
2014-01-16,1W,0.001996
2014-01-16,2W,0.003554
2014-01-16,1M,0.00065
2014-01-16,2M,-0.001264
2014-01-16,3M,-0.000739
2014-01-16,6M,0.002936
2014-01-16,9M,0.002958
2014-01-16,1Y,0.002678
2014-01-16,2Y,0.004092
2014-01-16,3Y,0.004992
2014-01-16,5Y,0.006742
2014-01-16,7Y,0.008067
2014-01-16,10Y,0.007921
2014-01-16,15Y,0.008314
2014-01-16,20Y,0.009336
2014-01-16,30Y,0.008928
2014-01-17,1W,0.001625
2014-01-17,2W,0.003027
2014-01-17,1M,0.000808
2014-01-17,2M,-0.001405
2014-01-17,3M,-0.000554
2014-01-17,6M,0.002526
2014-01-17,9M,0.002405
2014-01-17,1Y,0.002118
2014-01-17,2Y,0.005143
2014-01-17,3Y,0.004996
2014-01-17,5Y,0.00654
2014-01-17,7Y,0.008319
2014-01-17,10Y,0.008149
2014-01-17,15Y,0.008157
2014-01-17,20Y,0.009402
2014-01-17,30Y,0.008726
2014-01-20,1W,-1.9e-05
2014-01-20,2W,0.003535
2014-01-20,1M,0.00129
2014-01-20,2M,-0.00104
2014-01-20,3M,-2.5e-05
2014-01-20,6M,0.001948
2014-01-20,9M,0.002244
2014-01-20,1Y,0.002381
2014-01-20,2Y,0.005488
2014-01-20,3Y,0.004739
2014-01-20,5Y,0.005853
2014-01-20,7Y,0.008258
2014-01-20,10Y,0.008182
2014-01-20,15Y,0.008453
2014-01-20,20Y,0.009201
2014-01-20,30Y,0.008727
2014-01-21,1W,-0.000356
2014-01-21,2W,0.004083
2014-01-21,1M,0.000941
2014-01-21,2M,-0.001097
2014-01-21,3M,0.000424
2014-01-21,6M,0.002855
2014-01-21,9M,0.00191
2014-01-21,1Y,0.002726
2014-01-21,2Y,0.005634
2014-01-21,3Y,0.004821
2014-01-21,5Y,0.005944
2014-01-21,7Y,0.008067
2014-01-21,10Y,0.008264
2014-01-21,15Y,0.008316
2014-01-21,20Y,0.009474
2014-01-21,30Y,0.008734
2014-01-22,1W,0.000456
2014-01-22,2W,0.005183
2014-01-22,1M,0.002363
2014-01-22,2M,-0.000653
2014-01-22,3M,0.000202
2014-01-22,6M,0.003625
2014-01-22,9M,0.001329
2014-01-22,1Y,0.002824
2014-01-22,2Y,0.005412
2014-01-22,3Y,0.004705
2014-01-22,5Y,0.005608
2014-01-22,7Y,0.008174
2014-01-22,10Y,0.008162
2014-01-22,15Y,0.008272
2014-01-22,20Y,0.009321
2014-01-22,30Y,0.008745
2014-01-23,1W,-0.000433
2014-01-23,2W,0.004773
2014-01-23,1M,0.002527
2014-01-23,2M,0.00029
2014-01-23,3M,8.7e-05
2014-01-23,6M,0.004148
2014-01-23,9M,0.001238
2014-01-23,1Y,0.003685
2014-01-23,2Y,0.00517
2014-01-23,3Y,0.005125
2014-01-23,5Y,0.005299
2014-01-23,7Y,0.008292
2014-01-23,10Y,0.008122
2014-01-23,15Y,0.008514
2014-01-23,20Y,0.0094
2014-01-23,30Y,0.008764
2014-01-24,1W,-0.001633
2014-01-24,2W,0.004257
2014-01-24,1M,0.002901
2014-01-24,2M,-0.00013
2014-01-24,3M,-0.000882
2014-01-24,6M,0.003759
2014-01-24,9M,0.001173
2014-01-24,1Y,0.003915
2014-01-24,2Y,0.005457
2014-01-24,3Y,0.005153
2014-01-24,5Y,0.005217
2014-01-24,7Y,0.007959
2014-01-24,10Y,0.008252
2014-01-24,15Y,0.008441
2014-01-24,20Y,0.009215
2014-01-24,30Y,0.008644
2014-01-27,1W,-0.000277
2014-01-27,2W,0.005346
2014-01-27,1M,0.003004
2014-01-27,2M,0.000491
2014-01-27,3M,-0.001428
2014-01-27,6M,0.003929
2014-01-27,9M,0.001218
2014-01-27,1Y,0.004159
2014-01-27,2Y,0.005058
2014-01-27,3Y,0.004692
2014-01-27,5Y,0.005416
2014-01-27,7Y,0.007987
2014-01-27,10Y,0.008115
2014-01-27,15Y,0.007937
2014-01-27,20Y,0.009174
2014-01-27,30Y,0.008417
2014-01-28,1W,0.000342
2014-01-28,2W,0.00524
2014-01-28,1M,0.003638
2014-01-28,2M,8.2e-05
2014-01-28,3M,-0.000998
2014-01-28,6M,0.004126
2014-01-28,9M,0.000718
2014-01-28,1Y,0.003986
2014-01-28,2Y,0.005016
2014-01-28,3Y,0.004398
2014-01-28,5Y,0.00574
2014-01-28,7Y,0.008019
2014-01-28,10Y,0.008091
2014-01-28,15Y,0.007993
2014-01-28,20Y,0.009313
2014-01-28,30Y,0.008684
2014-01-29,1W,0.001264
2014-01-29,2W,0.00453
2014-01-29,1M,0.004087
2014-01-29,2M,-0.000389
2014-01-29,3M,-0.001736
2014-01-29,6M,0.004136
2014-01-29,9M,-0.000323
2014-01-29,1Y,0.003192
2014-01-29,2Y,0.005562
2014-01-29,3Y,0.004215
2014-01-29,5Y,0.005798
2014-01-29,7Y,0.008234
2014-01-29,10Y,0.007807
2014-01-29,15Y,0.0078
2014-01-29,20Y,0.00898
2014-01-29,30Y,0.008824
2014-01-30,1W,0.001377
2014-01-30,2W,0.005181
2014-01-30,1M,0.003951
2014-01-30,2M,-0.000449
2014-01-30,3M,-0.002403
2014-01-30,6M,0.003056
2014-01-30,9M,8.8e-05
2014-01-30,1Y,0.003197
2014-01-30,2Y,0.005277
2014-01-30,3Y,0.004551
2014-01-30,5Y,0.006591
2014-01-30,7Y,0.007961
2014-01-30,10Y,0.008105
2014-01-30,15Y,0.007891
2014-01-30,20Y,0.009255
2014-01-30,30Y,0.008883
2014-01-31,1W,0.001932
2014-01-31,2W,0.005443
2014-01-31,1M,0.003028
2014-01-31,2M,0.000862
2014-01-31,3M,-0.001874
2014-01-31,6M,0.002243
2014-01-31,9M,3.9e-05
2014-01-31,1Y,0.003097
2014-01-31,2Y,0.005143
2014-01-31,3Y,0.004926
2014-01-31,5Y,0.006493
2014-01-31,7Y,0.007734
2014-01-31,10Y,0.008382
2014-01-31,15Y,0.00792
2014-01-31,20Y,0.009133
2014-01-31,30Y,0.009001
2014-02-03,1W,0.002719
2014-02-03,2W,0.005761
2014-02-03,1M,0.003955
2014-02-03,2M,0.001168
2014-02-03,3M,-0.001518
2014-02-03,6M,0.002381
2014-02-03,9M,-0.00029
2014-02-03,1Y,0.003179
2014-02-03,2Y,0.004918
2014-02-03,3Y,0.004791
2014-02-03,5Y,0.00644
2014-02-03,7Y,0.007744
2014-02-03,10Y,0.008308
2014-02-03,15Y,0.008221
2014-02-03,20Y,0.009339
2014-02-03,30Y,0.008884
2014-02-04,1W,0.002734
2014-02-04,2W,0.005579
2014-02-04,1M,0.003409
2014-02-04,2M,0.001985
2014-02-04,3M,-0.001166
2014-02-04,6M,0.002169
2014-02-04,9M,-0.000439
2014-02-04,1Y,0.003008
2014-02-04,2Y,0.004614
2014-02-04,3Y,0.005365
2014-02-04,5Y,0.006355
2014-02-04,7Y,0.007775
2014-02-04,10Y,0.008385
2014-02-04,15Y,0.008208
2014-02-04,20Y,0.009234
2014-02-04,30Y,0.009017
2014-02-05,1W,0.003021
2014-02-05,2W,0.00646
2014-02-05,1M,0.002621
2014-02-05,2M,0.002018
2014-02-05,3M,-0.000952
2014-02-05,6M,0.001965
2014-02-05,9M,-0.000823
2014-02-05,1Y,0.002977
2014-02-05,2Y,0.004812
2014-02-05,3Y,0.005925
2014-02-05,5Y,0.006011
2014-02-05,7Y,0.007192
2014-02-05,10Y,0.009
2014-02-05,15Y,0.008133
2014-02-05,20Y,0.008724
2014-02-05,30Y,0.008837
2014-02-06,1W,0.002862
2014-02-06,2W,0.005829
2014-02-06,1M,0.004094
2014-02-06,2M,0.003156
2014-02-06,3M,0.000174
2014-02-06,6M,0.002529
2014-02-06,9M,-0.000742
2014-02-06,1Y,0.003335
2014-02-06,2Y,0.004833
2014-02-06,3Y,0.006074
2014-02-06,5Y,0.006192
2014-02-06,7Y,0.006983
2014-02-06,10Y,0.00904
2014-02-06,15Y,0.007874
2014-02-06,20Y,0.008927
2014-02-06,30Y,0.008922
2014-02-07,1W,0.003094
2014-02-07,2W,0.006312
2014-02-07,1M,0.003598
2014-02-07,2M,0.003296
2014-02-07,3M,0.000949
2014-02-07,6M,0.002477
2014-02-07,9M,-0.000437
2014-02-07,1Y,0.003112
2014-02-07,2Y,0.004577
2014-02-07,3Y,0.005555
2014-02-07,5Y,0.006304
2014-02-07,7Y,0.00701
2014-02-07,10Y,0.009317
2014-02-07,15Y,0.00773
2014-02-07,20Y,0.008697
2014-02-07,30Y,0.009286
2014-02-10,1W,0.001168
2014-02-10,2W,0.007146
2014-02-10,1M,0.00541
2014-02-10,2M,0.002433
2014-02-10,3M,0.001278
2014-02-10,6M,0.002331
2014-02-10,9M,0.000638
2014-02-10,1Y,0.002752
2014-02-10,2Y,0.005085
2014-02-10,3Y,0.005291
2014-02-10,5Y,0.006222
2014-02-10,7Y,0.007199
2014-02-10,10Y,0.009087
2014-02-10,15Y,0.008251
2014-02-10,20Y,0.008954
2014-02-10,30Y,0.009094
2014-02-11,1W,0.002675
2014-02-11,2W,0.006991
2014-02-11,1M,0.005269
2014-02-11,2M,0.003234
2014-02-11,3M,0.001502
2014-02-11,6M,0.001628
2014-02-11,9M,0.001097
2014-02-11,1Y,0.003173
2014-02-11,2Y,0.004815
2014-02-11,3Y,0.004887
2014-02-11,5Y,0.00615
2014-02-11,7Y,0.007154
2014-02-11,10Y,0.008848
2014-02-11,15Y,0.00875
2014-02-11,20Y,0.009066
2014-02-11,30Y,0.009248
2014-02-12,1W,0.003569
2014-02-12,2W,0.005393
2014-02-12,1M,0.00671
2014-02-12,2M,0.00308
2014-02-12,3M,0.000971
2014-02-12,6M,0.00171
2014-02-12,9M,0.000781
2014-02-12,1Y,0.003315
2014-02-12,2Y,0.004465
2014-02-12,3Y,0.005024
2014-02-12,5Y,0.006268
2014-02-12,7Y,0.007278
2014-02-12,10Y,0.008497
2014-02-12,15Y,0.008813
2014-02-12,20Y,0.009095
2014-02-12,30Y,0.009209
2014-02-13,1W,0.002939
2014-02-13,2W,0.00476
2014-02-13,1M,0.008237
2014-02-13,2M,0.003346
2014-02-13,3M,0.001011
2014-02-13,6M,0.001346
2014-02-13,9M,0.001186
2014-02-13,1Y,0.003356
2014-02-13,2Y,0.005029
2014-02-13,3Y,0.005066
2014-02-13,5Y,0.005785
2014-02-13,7Y,0.007513
2014-02-13,10Y,0.008521
2014-02-13,15Y,0.00892
2014-02-13,20Y,0.008883
2014-02-13,30Y,0.009307
2014-02-14,1W,0.00255
2014-02-14,2W,0.004213
2014-02-14,1M,0.00746
2014-02-14,2M,0.002112
2014-02-14,3M,0.001663
2014-02-14,6M,0.001234
2014-02-14,9M,0.001199
2014-02-14,1Y,0.003414
2014-02-14,2Y,0.004997
2014-02-14,3Y,0.005553
2014-02-14,5Y,0.005997
2014-02-14,7Y,0.007431
2014-02-14,10Y,0.008784
2014-02-14,15Y,0.008868
2014-02-14,20Y,0.008833
2014-02-14,30Y,0.009188
2014-02-17,1W,0.001859
2014-02-17,2W,0.004153
2014-02-17,1M,0.006983
2014-02-17,2M,0.002298
2014-02-17,3M,0.001944
2014-02-17,6M,0.001007
2014-02-17,9M,0.000693
2014-02-17,1Y,0.002699
2014-02-17,2Y,0.005403
2014-02-17,3Y,0.005612
2014-02-17,5Y,0.006047
2014-02-17,7Y,0.007448
2014-02-17,10Y,0.008868
2014-02-17,15Y,0.008764
2014-02-17,20Y,0.008602
2014-02-17,30Y,0.009258
2014-02-18,1W,0.000897
2014-02-18,2W,0.004076
2014-02-18,1M,0.004957
2014-02-18,2M,0.002583
2014-02-18,3M,0.001624
2014-02-18,6M,0.000788
2014-02-18,9M,-0.000382
2014-02-18,1Y,0.002775
2014-02-18,2Y,0.005465
2014-02-18,3Y,0.005604
2014-02-18,5Y,0.006304
2014-02-18,7Y,0.007538
2014-02-18,10Y,0.008847
2014-02-18,15Y,0.008794
2014-02-18,20Y,0.008041
2014-02-18,30Y,0.009045
2014-02-19,1W,0.002164
2014-02-19,2W,0.004099
2014-02-19,1M,0.004192
2014-02-19,2M,0.002971
2014-02-19,3M,0.002625
2014-02-19,6M,0.000436
2014-02-19,9M,0.000193
2014-02-19,1Y,0.002296
2014-02-19,2Y,0.00472
2014-02-19,3Y,0.005527
2014-02-19,5Y,0.006492
2014-02-19,7Y,0.007629
2014-02-19,10Y,0.008854
2014-02-19,15Y,0.008708
2014-02-19,20Y,0.00783
2014-02-19,30Y,0.009384
2014-02-20,1W,0.0025
2014-02-20,2W,0.002387
2014-02-20,1M,0.004185
2014-02-20,2M,0.003026
2014-02-20,3M,0.002771
2014-02-20,6M,0.000518
2014-02-20,9M,0.000116
2014-02-20,1Y,0.002254
2014-02-20,2Y,0.004526
2014-02-20,3Y,0.005526
2014-02-20,5Y,0.006464
2014-02-20,7Y,0.007837
2014-02-20,10Y,0.008506
2014-02-20,15Y,0.008557
2014-02-20,20Y,0.008014
2014-02-20,30Y,0.009427
2014-02-21,1W,0.002387
2014-02-21,2W,0.001294
2014-02-21,1M,0.004527
2014-02-21,2M,0.002081
2014-02-21,3M,0.002223
2014-02-21,6M,0.001367
2014-02-21,9M,-0.00052
2014-02-21,1Y,0.00285
2014-02-21,2Y,0.004629
2014-02-21,3Y,0.00564
2014-02-21,5Y,0.006929
2014-02-21,7Y,0.007866
2014-02-21,10Y,0.008392
2014-02-21,15Y,0.00867
2014-02-21,20Y,0.008219
2014-02-21,30Y,0.009718
2014-02-24,1W,0.001725
2014-02-24,2W,0.001427
2014-02-24,1M,0.004083
2014-02-24,2M,0.002483
2014-02-24,3M,0.002373
2014-02-24,6M,0.001549
2014-02-24,9M,0.000326
2014-02-24,1Y,0.003956
2014-02-24,2Y,0.004617
2014-02-24,3Y,0.00581
2014-02-24,5Y,0.006696
2014-02-24,7Y,0.007192
2014-02-24,10Y,0.008428
2014-02-24,15Y,0.008859
2014-02-24,20Y,0.008139
2014-02-24,30Y,0.009464
2014-02-25,1W,0.000897
2014-02-25,2W,0.001834
2014-02-25,1M,0.005783
2014-02-25,2M,0.001357
2014-02-25,3M,0.0023
2014-02-25,6M,0.001465
2014-02-25,9M,0.000226
2014-02-25,1Y,0.004371
2014-02-25,2Y,0.004955
2014-02-25,3Y,0.005949
2014-02-25,5Y,0.006948
2014-02-25,7Y,0.00713
2014-02-25,10Y,0.008174
2014-02-25,15Y,0.008515
2014-02-25,20Y,0.008103
2014-02-25,30Y,0.00948
2014-02-26,1W,0.001569
2014-02-26,2W,0.002069
2014-02-26,1M,0.005944
2014-02-26,2M,0.000789
2014-02-26,3M,0.001768
2014-02-26,6M,0.00142
2014-02-26,9M,0.000118
2014-02-26,1Y,0.00424
2014-02-26,2Y,0.00459
2014-02-26,3Y,0.006308
2014-02-26,5Y,0.00723
2014-02-26,7Y,0.007122
2014-02-26,10Y,0.008265
2014-02-26,15Y,0.00877
2014-02-26,20Y,0.007897
2014-02-26,30Y,0.009396
2014-02-27,1W,0.001872
2014-02-27,2W,0.000934
2014-02-27,1M,0.004947
2014-02-27,2M,0.001407
2014-02-27,3M,0.002244
2014-02-27,6M,0.00071
2014-02-27,9M,0.000584
2014-02-27,1Y,0.004452
2014-02-27,2Y,0.004987
2014-02-27,3Y,0.006421
2014-02-27,5Y,0.007091
2014-02-27,7Y,0.007319
2014-02-27,10Y,0.008341
2014-02-27,15Y,0.00863
2014-02-27,20Y,0.007755
2014-02-27,30Y,0.009432
2014-02-28,1W,0.002907
2014-02-28,2W,-0.000192
2014-02-28,1M,0.005661
2014-02-28,2M,0.001073
2014-02-28,3M,0.001347
2014-02-28,6M,0.001469
2014-02-28,9M,0.000164
2014-02-28,1Y,0.004504
2014-02-28,2Y,0.005186
2014-02-28,3Y,0.006154
2014-02-28,5Y,0.00726
2014-02-28,7Y,0.007231
2014-02-28,10Y,0.008415
2014-02-28,15Y,0.008537
2014-02-28,20Y,0.007535
2014-02-28,30Y,0.009176
2014-03-03,1W,0.003548
2014-03-03,2W,0.000781
2014-03-03,1M,0.006625
2014-03-03,2M,0.00145
2014-03-03,3M,0.00129
2014-03-03,6M,0.001858
2014-03-03,9M,0.00035
2014-03-03,1Y,0.004206
2014-03-03,2Y,0.005217
2014-03-03,3Y,0.006109
2014-03-03,5Y,0.007129
2014-03-03,7Y,0.007294
2014-03-03,10Y,0.008281
2014-03-03,15Y,0.00862
2014-03-03,20Y,0.00748
2014-03-03,30Y,0.00922
2014-03-04,1W,0.004304
2014-03-04,2W,0.000654
2014-03-04,1M,0.00684
2014-03-04,2M,0.002499
2014-03-04,3M,0.0009
2014-03-04,6M,0.001793
2014-03-04,9M,-0.000631
2014-03-04,1Y,0.004232
2014-03-04,2Y,0.005619
2014-03-04,3Y,0.00563
2014-03-04,5Y,0.007824
2014-03-04,7Y,0.007317
2014-03-04,10Y,0.008249
2014-03-04,15Y,0.00872
2014-03-04,20Y,0.007543
2014-03-04,30Y,0.009335
2014-03-05,1W,0.003551
2014-03-05,2W,0.000618
2014-03-05,1M,0.005366
2014-03-05,2M,0.002123
2014-03-05,3M,0.000642
2014-03-05,6M,0.002329
2014-03-05,9M,-0.000403
2014-03-05,1Y,0.003992
2014-03-05,2Y,0.005141
2014-03-05,3Y,0.005424
2014-03-05,5Y,0.007833
2014-03-05,7Y,0.007234
2014-03-05,10Y,0.008257
2014-03-05,15Y,0.009065
2014-03-05,20Y,0.007429
2014-03-05,30Y,0.009633
2014-03-06,1W,0.00295
2014-03-06,2W,0.00148
2014-03-06,1M,0.005033
2014-03-06,2M,0.001252
2014-03-06,3M,0.001623
2014-03-06,6M,0.002561
2014-03-06,9M,-2.4e-05
2014-03-06,1Y,0.003795
2014-03-06,2Y,0.005027
2014-03-06,3Y,0.005624
2014-03-06,5Y,0.008112
2014-03-06,7Y,0.007253
2014-03-06,10Y,0.008313
2014-03-06,15Y,0.009124
2014-03-06,20Y,0.007145
2014-03-06,30Y,0.009313
2014-03-07,1W,0.002889
2014-03-07,2W,0.001277
2014-03-07,1M,0.003621
2014-03-07,2M,0.000686
2014-03-07,3M,0.001226
2014-03-07,6M,0.00253
2014-03-07,9M,0.000208
2014-03-07,1Y,0.003841
2014-03-07,2Y,0.00538
2014-03-07,3Y,0.005373
2014-03-07,5Y,0.007807
2014-03-07,7Y,0.007433
2014-03-07,10Y,0.008338
2014-03-07,15Y,0.008713
2014-03-07,20Y,0.007355
2014-03-07,30Y,0.009336
2014-03-10,1W,0.003119
2014-03-10,2W,0.000721
2014-03-10,1M,0.003535
2014-03-10,2M,0.00132
2014-03-10,3M,0.000995
2014-03-10,6M,0.00293
2014-03-10,9M,0.000145
2014-03-10,1Y,0.00368
2014-03-10,2Y,0.005872
2014-03-10,3Y,0.005556
2014-03-10,5Y,0.008042
2014-03-10,7Y,0.007299
2014-03-10,10Y,0.008519
2014-03-10,15Y,0.009094
2014-03-10,20Y,0.007545
2014-03-10,30Y,0.009294
2014-03-11,1W,0.002249
2014-03-11,2W,0.00246
2014-03-11,1M,0.00354
2014-03-11,2M,0.001476
2014-03-11,3M,0.001628
2014-03-11,6M,0.003912
2014-03-11,9M,0.000409
2014-03-11,1Y,0.003716
2014-03-11,2Y,0.005558
2014-03-11,3Y,0.005445
2014-03-11,5Y,0.008275
2014-03-11,7Y,0.007101
2014-03-11,10Y,0.008154
2014-03-11,15Y,0.008823
2014-03-11,20Y,0.007568
2014-03-11,30Y,0.009063
2014-03-12,1W,0.001324
2014-03-12,2W,0.001788
2014-03-12,1M,0.003609
2014-03-12,2M,0.000374
2014-03-12,3M,0.00142
2014-03-12,6M,0.002981
2014-03-12,9M,0.0008
2014-03-12,1Y,0.004061
2014-03-12,2Y,0.005632
2014-03-12,3Y,0.00533
2014-03-12,5Y,0.008149
2014-03-12,7Y,0.006919
2014-03-12,10Y,0.008642
2014-03-12,15Y,0.008765
2014-03-12,20Y,0.007468
2014-03-12,30Y,0.008734
2014-03-13,1W,0.001701
2014-03-13,2W,0.000881
2014-03-13,1M,0.004137
2014-03-13,2M,0.000274
2014-03-13,3M,0.00203
2014-03-13,6M,0.002138
2014-03-13,9M,0.002066
2014-03-13,1Y,0.003603
2014-03-13,2Y,0.005564
2014-03-13,3Y,0.005656
2014-03-13,5Y,0.008385
2014-03-13,7Y,0.006934
2014-03-13,10Y,0.008608
2014-03-13,15Y,0.008606
2014-03-13,20Y,0.007484
2014-03-13,30Y,0.008436
2014-03-14,1W,0.001717
2014-03-14,2W,0.001743
2014-03-14,1M,0.004549
2014-03-14,2M,0.001077
2014-03-14,3M,0.003471
2014-03-14,6M,0.002666
2014-03-14,9M,0.002186
2014-03-14,1Y,0.003745
2014-03-14,2Y,0.005739
2014-03-14,3Y,0.005316
2014-03-14,5Y,0.008439
2014-03-14,7Y,0.006858
2014-03-14,10Y,0.008633
2014-03-14,15Y,0.00824
2014-03-14,20Y,0.007393
2014-03-14,30Y,0.008519
2014-03-17,1W,0.001783
2014-03-17,2W,0.002789
2014-03-17,1M,0.004078
2014-03-17,2M,0.001578
2014-03-17,3M,0.003019
2014-03-17,6M,0.002334
2014-03-17,9M,0.002649
2014-03-17,1Y,0.003186
2014-03-17,2Y,0.005791
2014-03-17,3Y,0.005533
2014-03-17,5Y,0.008158
2014-03-17,7Y,0.00696
2014-03-17,10Y,0.008569
2014-03-17,15Y,0.008198
2014-03-17,20Y,0.007606
2014-03-17,30Y,0.008586
2014-03-18,1W,0.00186
2014-03-18,2W,0.002743
2014-03-18,1M,0.004287
2014-03-18,2M,0.001525
2014-03-18,3M,0.003558
2014-03-18,6M,0.002473
2014-03-18,9M,0.002949
2014-03-18,1Y,0.003309
2014-03-18,2Y,0.006767
2014-03-18,3Y,0.004972
2014-03-18,5Y,0.008034
2014-03-18,7Y,0.007075
2014-03-18,10Y,0.008356
2014-03-18,15Y,0.00813
2014-03-18,20Y,0.007639
2014-03-18,30Y,0.008408
2014-03-19,1W,0.001087
2014-03-19,2W,0.003158
2014-03-19,1M,0.00513
2014-03-19,2M,0.001766
2014-03-19,3M,0.003188
2014-03-19,6M,0.002548
2014-03-19,9M,0.002949
2014-03-19,1Y,0.002326
2014-03-19,2Y,0.007224
2014-03-19,3Y,0.005285
2014-03-19,5Y,0.007646
2014-03-19,7Y,0.007082
2014-03-19,10Y,0.008598
2014-03-19,15Y,0.00841
