date,tenor,rate
2014-01-16,3Y,0.00191
2014-01-16,5Y,0.003479
2014-01-16,7Y,0.003782
2014-01-16,10Y,0.003843
2014-01-16,15Y,0.004211
2014-01-16,20Y,0.004928
2014-01-16,30Y,0.004896
2014-01-17,3M,0.001255
2014-01-17,6M,0.001004
2014-01-17,1Y,0.001056
2014-01-17,2Y,0.002714
2014-01-17,3Y,0.002025
2014-01-17,5Y,0.003583
2014-01-17,7Y,0.003902
2014-01-17,10Y,0.003983
2014-01-17,15Y,0.004268
2014-01-17,20Y,0.004911
2014-01-17,30Y,0.004898
2014-01-20,3M,0.001195
2014-01-20,6M,0.00102
2014-01-20,1Y,0.00102
2014-01-20,2Y,0.002753
2014-01-20,3Y,0.002195
2014-01-20,5Y,0.003632
2014-01-20,7Y,0.003741
2014-01-20,10Y,0.004028
2014-01-20,15Y,0.004221
2014-01-20,20Y,0.004827
2014-01-20,30Y,0.004948
2014-01-21,3M,0.001433
2014-01-21,6M,0.001098
2014-01-21,1Y,0.000997
2014-01-21,2Y,0.002899
2014-01-21,3Y,0.002133
2014-01-21,5Y,0.003499
2014-01-21,7Y,0.003898
2014-01-21,10Y,0.004145
2014-01-21,15Y,0.004378
2014-01-21,20Y,0.004739
2014-01-21,30Y,0.005027
2014-01-22,3M,0.001827
2014-01-22,6M,0.000912
2014-01-22,1Y,0.000869
2014-01-22,2Y,0.003212
2014-01-22,3Y,0.002084
2014-01-22,5Y,0.003334
2014-01-22,7Y,0.004003
2014-01-22,10Y,0.004151
2014-01-22,15Y,0.004321
2014-01-22,20Y,0.004799
2014-01-22,30Y,0.004912
2014-01-23,3M,0.001786
2014-01-23,6M,0.000606
2014-01-23,1Y,0.001096
2014-01-23,2Y,0.002925
2014-01-23,3Y,0.002017
2014-01-23,5Y,0.003299
2014-01-23,7Y,0.003833
2014-01-23,10Y,0.004126
2014-01-23,15Y,0.004164
2014-01-23,20Y,0.004761
2014-01-23,30Y,0.004965
2014-01-24,3M,0.001576
2014-01-24,6M,0.000442
2014-01-24,1Y,0.0012
2014-01-24,2Y,0.002621
2014-01-24,3Y,0.001957
2014-01-24,5Y,0.00325
2014-01-24,7Y,0.003915
2014-01-24,10Y,0.004002
2014-01-24,15Y,0.004406
2014-01-24,20Y,0.004597
2014-01-24,30Y,0.004675
2014-01-27,3M,0.001862
2014-01-27,6M,0.000807
2014-01-27,1Y,0.001233
2014-01-27,2Y,0.002909
2014-01-27,3Y,0.002216
2014-01-27,5Y,0.003342
2014-01-27,7Y,0.003754
2014-01-27,10Y,0.004023
2014-01-27,15Y,0.004375
2014-01-27,20Y,0.004498
2014-01-27,30Y,0.004629
2014-01-28,3M,0.001672
2014-01-28,6M,0.000652
2014-01-28,1Y,0.000973
2014-01-28,2Y,0.002662
2014-01-28,3Y,0.002283
2014-01-28,5Y,0.003145
2014-01-28,7Y,0.003413
2014-01-28,10Y,0.004095
2014-01-28,15Y,0.004341
2014-01-28,20Y,0.004586
2014-01-28,30Y,0.004791
2014-01-29,3M,0.001494
2014-01-29,6M,0.000643
2014-01-29,1Y,0.000969
2014-01-29,2Y,0.002882
2014-01-29,3Y,0.002298
2014-01-29,5Y,0.003138
2014-01-29,7Y,0.003549
2014-01-29,10Y,0.004197
2014-01-29,15Y,0.004465
2014-01-29,20Y,0.004507
2014-01-29,30Y,0.004934
2014-01-30,3M,0.000855
2014-01-30,6M,0.000904
2014-01-30,1Y,0.001193
2014-01-30,2Y,0.002708
2014-01-30,3Y,0.002075
2014-01-30,5Y,0.002977
2014-01-30,7Y,0.003494
2014-01-30,10Y,0.003979
2014-01-30,15Y,0.004379
2014-01-30,20Y,0.004426
2014-01-30,30Y,0.005086
2014-01-31,3M,0.000617
2014-01-31,6M,0.000713
2014-01-31,1Y,0.001236
2014-01-31,2Y,0.002594
2014-01-31,3Y,0.002035
2014-01-31,5Y,0.003089
2014-01-31,7Y,0.003461
2014-01-31,10Y,0.003939
2014-01-31,15Y,0.004424
2014-01-31,20Y,0.004484
2014-01-31,30Y,0.005368
2014-02-03,3M,0.000603
2014-02-03,6M,0.000643
2014-02-03,1Y,0.001045
2014-02-03,2Y,0.002222
2014-02-03,3Y,0.001873
2014-02-03,5Y,0.003021
2014-02-03,7Y,0.003512
2014-02-03,10Y,0.003994
2014-02-03,15Y,0.004456
2014-02-03,20Y,0.004403
2014-02-03,30Y,0.005288
2014-02-04,3M,0.000589
2014-02-04,6M,0.000455
2014-02-04,1Y,0.000829
2014-02-04,2Y,0.002116
2014-02-04,3Y,0.001747
2014-02-04,5Y,0.002956
2014-02-04,7Y,0.003558
2014-02-04,10Y,0.003797
2014-02-04,15Y,0.004348
2014-02-04,20Y,0.004319
2014-02-04,30Y,0.005399
2014-02-05,3M,0.00105
2014-02-05,6M,0.000357
2014-02-05,1Y,0.001045
2014-02-05,2Y,0.002323
2014-02-05,3Y,0.001724
2014-02-05,5Y,0.003039
2014-02-05,7Y,0.003441
2014-02-05,10Y,0.003878
2014-02-05,15Y,0.004241
2014-02-05,20Y,0.004323
2014-02-05,30Y,0.005314
2014-02-06,3M,0.001199
2014-02-06,6M,0.00053
2014-02-06,1Y,0.001123
2014-02-06,2Y,0.002322
2014-02-06,3Y,0.001984
2014-02-06,5Y,0.003172
2014-02-06,7Y,0.003444
2014-02-06,10Y,0.003693
2014-02-06,15Y,0.004248
2014-02-06,20Y,0.004257
2014-02-06,30Y,0.005366
2014-02-07,3M,0.001466
2014-02-07,6M,0.000889
2014-02-07,1Y,0.001219
2014-02-07,2Y,0.002328
2014-02-07,3Y,0.002189
2014-02-07,5Y,0.00322
2014-02-07,7Y,0.003594
2014-02-07,10Y,0.003714
2014-02-07,15Y,0.00433
2014-02-07,20Y,0.004239
2014-02-07,30Y,0.005439
2014-02-10,3M,0.001619
2014-02-10,6M,0.000865
2014-02-10,1Y,0.001025
2014-02-10,2Y,0.00239
2014-02-10,3Y,0.002169
2014-02-10,5Y,0.003358
2014-02-10,7Y,0.003721
2014-02-10,10Y,0.003714
2014-02-10,15Y,0.00432
2014-02-10,20Y,0.004188
2014-02-10,30Y,0.005323
2014-02-11,3M,0.001813
2014-02-11,6M,0.000917
2014-02-11,1Y,0.000755
2014-02-11,2Y,0.002364
2014-02-11,3Y,0.002125
2014-02-11,5Y,0.003261
2014-02-11,7Y,0.003645
2014-02-11,10Y,0.003834
2014-02-11,15Y,0.004262
2014-02-11,20Y,0.004202
2014-02-11,30Y,0.005148
2014-02-12,3M,0.001997
2014-02-12,6M,0.000937
2014-02-12,1Y,0.001055
2014-02-12,2Y,0.002289
2014-02-12,3Y,0.002241
2014-02-12,5Y,0.00318
2014-02-12,7Y,0.003531
2014-02-12,10Y,0.003907
2014-02-12,15Y,0.004221
2014-02-12,20Y,0.004069
2014-02-12,30Y,0.005149
2014-02-13,3M,0.001901
2014-02-13,6M,0.000629
2014-02-13,1Y,0.00092
2014-02-13,2Y,0.002414
2014-02-13,3Y,0.002082
2014-02-13,5Y,0.003141
2014-02-13,7Y,0.00351
2014-02-13,10Y,0.004066
2014-02-13,15Y,0.004194
2014-02-13,20Y,0.004151
2014-02-13,30Y,0.005252
2014-02-14,3M,0.001447
2014-02-14,6M,0.000456
2014-02-14,1Y,0.001135
2014-02-14,2Y,0.002578
2014-02-14,3Y,0.002075
2014-02-14,5Y,0.003026
2014-02-14,7Y,0.003466
2014-02-14,10Y,0.004012
2014-02-14,15Y,0.004129
2014-02-14,20Y,0.004159
2014-02-14,30Y,0.005251
2014-02-17,3M,0.001687
2014-02-17,6M,0.000312
2014-02-17,1Y,0.000919
2014-02-17,2Y,0.002699
2014-02-17,3Y,0.00244
2014-02-17,5Y,0.003178
2014-02-17,7Y,0.003549
2014-02-17,10Y,0.00412
2014-02-17,15Y,0.004289
2014-02-17,20Y,0.004136
2014-02-17,30Y,0.005214
2014-02-18,3M,0.001473
2014-02-18,6M,0.000482
2014-02-18,1Y,0.000871
2014-02-18,2Y,0.002578
2014-02-18,3Y,0.002518
2014-02-18,5Y,0.003181
2014-02-18,7Y,0.003583
2014-02-18,10Y,0.004151
2014-02-18,15Y,0.004309
2014-02-18,20Y,0.004178
2014-02-18,30Y,0.005264
2014-02-19,3M,0.001069
2014-02-19,6M,0.000663
2014-02-19,1Y,0.001108
2014-02-19,2Y,0.002487
2014-02-19,3Y,0.002635
2014-02-19,5Y,0.003205
2014-02-19,7Y,0.003616
2014-02-19,10Y,0.00417
2014-02-19,15Y,0.004324
2014-02-19,20Y,0.004254
2014-02-19,30Y,0.005276
2014-02-20,3M,0.000855
2014-02-20,6M,0.000804
2014-02-20,1Y,0.001126
2014-02-20,2Y,0.002386
2014-02-20,3Y,0.002604
2014-02-20,5Y,0.00328
2014-02-20,7Y,0.003653
2014-02-20,10Y,0.004085
2014-02-20,15Y,0.004371
2014-02-20,20Y,0.004384
2014-02-20,30Y,0.005235
2014-02-21,3M,0.00061
2014-02-21,6M,0.000806
2014-02-21,1Y,0.001053
2014-02-21,2Y,0.002624
2014-02-21,3Y,0.002455
2014-02-21,5Y,0.003266
2014-02-21,7Y,0.003584
2014-02-21,10Y,0.004159
2014-02-21,15Y,0.00435
2014-02-21,20Y,0.004456
2014-02-21,30Y,0.00533
2014-02-24,3M,0.000479
2014-02-24,6M,0.000727
2014-02-24,1Y,0.001269
2014-02-24,2Y,0.00246
2014-02-24,3Y,0.002584
2014-02-24,5Y,0.003322
2014-02-24,7Y,0.003593
2014-02-24,10Y,0.004112
2014-02-24,15Y,0.004407
2014-02-24,20Y,0.004475
2014-02-24,30Y,0.005243
2014-02-25,3M,0.000256
2014-02-25,6M,0.000704
2014-02-25,1Y,0.00121
2014-02-25,2Y,0.002128
2014-02-25,3Y,0.002792
2014-02-25,5Y,0.003127
2014-02-25,7Y,0.00355
2014-02-25,10Y,0.004025
2014-02-25,15Y,0.004501
2014-02-25,20Y,0.004416
2014-02-25,30Y,0.005354
2014-02-26,3M,0.000401
2014-02-26,6M,0.000775
2014-02-26,1Y,0.001105
2014-02-26,2Y,0.002322
2014-02-26,3Y,0.002654
2014-02-26,5Y,0.002984
2014-02-26,7Y,0.003448
2014-02-26,10Y,0.004121
2014-02-26,15Y,0.004435
2014-02-26,20Y,0.00446
2014-02-26,30Y,0.005193
2014-02-27,3M,0.0002
2014-02-27,6M,0.000851
2014-02-27,1Y,0.001074
2014-02-27,2Y,0.002547
2014-02-27,3Y,0.002516
2014-02-27,5Y,0.003049
2014-02-27,7Y,0.003515
2014-02-27,10Y,0.004211
2014-02-27,15Y,0.004563
2014-02-27,20Y,0.004448
2014-02-27,30Y,0.005023
2014-02-28,3M,0.0002
2014-02-28,6M,0.00094
2014-02-28,1Y,0.000992
2014-02-28,2Y,0.002687
2014-02-28,3Y,0.002717
2014-02-28,5Y,0.002935
2014-02-28,7Y,0.003422
2014-02-28,10Y,0.004025
2014-02-28,15Y,0.004723
2014-02-28,20Y,0.0045
2014-02-28,30Y,0.004954
2014-03-03,3M,0.00034
2014-03-03,6M,0.001082
2014-03-03,1Y,0.000923
2014-03-03,2Y,0.002761
2014-03-03,3Y,0.002618
2014-03-03,5Y,0.00305
2014-03-03,7Y,0.003277
2014-03-03,10Y,0.004041
2014-03-03,15Y,0.004605
2014-03-03,20Y,0.004615
2014-03-03,30Y,0.004941
2014-03-04,3M,0.0002
2014-03-04,6M,0.000663
2014-03-04,1Y,0.000896
2014-03-04,2Y,0.00266
2014-03-04,3Y,0.002649
2014-03-04,5Y,0.002836
2014-03-04,7Y,0.003301
2014-03-04,10Y,0.004185
2014-03-04,15Y,0.00455
2014-03-04,20Y,0.0047
2014-03-04,30Y,0.005023
2014-03-05,3M,0.000527
2014-03-05,6M,0.001115
2014-03-05,1Y,0.000699
2014-03-05,2Y,0.002625
2014-03-05,3Y,0.002788
2014-03-05,5Y,0.002915
2014-03-05,7Y,0.003364
2014-03-05,10Y,0.004263
2014-03-05,15Y,0.004632
2014-03-05,20Y,0.004712
2014-03-05,30Y,0.005016
2014-03-06,3M,0.000793
2014-03-06,6M,0.00086
2014-03-06,1Y,0.000706
2014-03-06,2Y,0.002393
2014-03-06,3Y,0.00269
2014-03-06,5Y,0.002896
2014-03-06,7Y,0.003335
2014-03-06,10Y,0.004229
2014-03-06,15Y,0.004768
2014-03-06,20Y,0.004724
2014-03-06,30Y,0.005016
2014-03-07,3M,0.000901
2014-03-07,6M,0.000953
2014-03-07,1Y,0.000759
2014-03-07,2Y,0.002376
2014-03-07,3Y,0.002534
2014-03-07,5Y,0.002917
2014-03-07,7Y,0.003313
2014-03-07,10Y,0.00402
2014-03-07,15Y,0.004572
2014-03-07,20Y,0.004663
2014-03-07,30Y,0.00495
2014-03-10,3M,0.000748
2014-03-10,6M,0.000899
2014-03-10,1Y,0.000618
2014-03-10,2Y,0.002038
2014-03-10,3Y,0.002518
2014-03-10,5Y,0.002824
2014-03-10,7Y,0.003396
2014-03-10,10Y,0.003879
2014-03-10,15Y,0.004631
2014-03-10,20Y,0.004637
2014-03-10,30Y,0.004859
2014-03-11,3M,0.000775
2014-03-11,6M,0.000705
2014-03-11,1Y,0.000536
2014-03-11,2Y,0.001871
2014-03-11,3Y,0.002475
2014-03-11,5Y,0.002905
2014-03-11,7Y,0.003405
2014-03-11,10Y,0.00399
2014-03-11,15Y,0.004845
2014-03-11,20Y,0.004746
2014-03-11,30Y,0.004888
2014-03-12,3M,0.000855
2014-03-12,6M,0.00032
2014-03-12,1Y,0.000237
2014-03-12,2Y,0.002059
2014-03-12,3Y,0.002344
2014-03-12,5Y,0.002944
2014-03-12,7Y,0.003324
2014-03-12,10Y,0.003963
2014-03-12,15Y,0.004857
2014-03-12,20Y,0.004759
2014-03-12,30Y,0.004782
2014-03-13,3M,0.000822
2014-03-13,6M,0.000236
2014-03-13,1Y,0.000312
2014-03-13,2Y,0.001778
2014-03-13,3Y,0.002149
2014-03-13,5Y,0.00311
2014-03-13,7Y,0.003332
2014-03-13,10Y,0.004159
2014-03-13,15Y,0.00485
2014-03-13,20Y,0.004681
2014-03-13,30Y,0.004782
2014-03-14,3M,0.00098
2014-03-14,6M,0.000641
2014-03-14,1Y,0.000448
2014-03-14,2Y,0.001742
2014-03-14,3Y,0.00214
2014-03-14,5Y,0.003127
2014-03-14,7Y,0.003354
2014-03-14,10Y,0.004067
2014-03-14,15Y,0.004894
2014-03-14,20Y,0.004837
2014-03-14,30Y,0.004696
2014-03-17,3M,0.000829
2014-03-17,6M,0.000719
2014-03-17,1Y,0.000601
2014-03-17,2Y,0.00197
2014-03-17,3Y,0.002157
2014-03-17,5Y,0.003044
2014-03-17,7Y,0.003182
2014-03-17,10Y,0.003987
2014-03-17,15Y,0.004789
2014-03-17,20Y,0.004817
2014-03-17,30Y,0.004742
2014-03-18,3M,0.000841
2014-03-18,6M,0.000829
2014-03-18,1Y,0.00067
2014-03-18,2Y,0.001825
2014-03-18,3Y,0.002065
2014-03-18,5Y,0.003026
2014-03-18,7Y,0.003283
2014-03-18,10Y,0.003943
2014-03-18,15Y,0.004902
2014-03-18,20Y,0.004915
2014-03-18,30Y,0.00468
2014-03-19,3M,0.000834
2014-03-19,6M,0.000807
2014-03-19,1Y,0.000693
2014-03-19,2Y,0.001584
2014-03-19,3Y,0.002015
2014-03-19,5Y,0.00303
2014-03-19,7Y,0.003447
2014-03-19,10Y,0.003708
2014-03-19,15Y,0.00487
2014-03-19,20Y,0.005052
2014-03-19,30Y,0.004785
2014-03-20,3M,0.000691
2014-03-20,6M,0.000341
2014-03-20,1Y,0.000642
2014-03-20,2Y,0.001527
2014-03-20,3Y,0.002192
2014-03-20,5Y,0.003082
2014-03-20,7Y,0.003573
2014-03-20,10Y,0.003588
2014-03-20,15Y,0.004673
2014-03-20,20Y,0.004976
2014-03-20,30Y,0.004843
2014-03-21,3M,0.000635
2014-03-21,6M,0.000275
2014-03-21,1Y,0.000782
2014-03-21,2Y,0.00143
2014-03-21,3Y,0.002121
2014-03-21,5Y,0.003079
2014-03-21,7Y,0.003598
2014-03-21,10Y,0.003509
2014-03-21,15Y,0.004625
2014-03-21,20Y,0.005002
2014-03-21,30Y,0.004848
2014-03-24,3M,0.000744
2014-03-24,6M,0.0002
2014-03-24,1Y,0.000902
2014-03-24,2Y,0.001482
2014-03-24,3Y,0.002224
2014-03-24,5Y,0.003071
2014-03-24,7Y,0.003583
2014-03-24,10Y,0.003631
2014-03-24,15Y,0.004688
2014-03-24,20Y,0.004882
2014-03-24,30Y,0.004913
2014-03-25,3M,0.000727
2014-03-25,6M,0.0002
2014-03-25,1Y,0.001012
2014-03-25,2Y,0.001374
2014-03-25,3Y,0.002159
2014-03-25,5Y,0.0032
2014-03-25,7Y,0.003479
2014-03-25,10Y,0.003654
2014-03-25,15Y,0.004543
2014-03-25,20Y,0.004613
2014-03-25,30Y,0.005084
2014-03-26,3M,0.000859
2014-03-26,6M,0.00026
2014-03-26,1Y,0.000925
2014-03-26,2Y,0.001427
2014-03-26,3Y,0.002204
2014-03-26,5Y,0.003052
2014-03-26,7Y,0.003561
2014-03-26,10Y,0.003615
2014-03-26,15Y,0.004497
2014-03-26,20Y,0.004646
2014-03-26,30Y,0.0051
2014-03-27,3M,0.000999
2014-03-27,6M,0.000915
2014-03-27,1Y,0.000841
2014-03-27,2Y,0.00141
2014-03-27,3Y,0.002334
2014-03-27,5Y,0.003048
2014-03-27,7Y,0.003553
2014-03-27,10Y,0.00371
2014-03-27,15Y,0.004335
2014-03-27,20Y,0.004551
2014-03-27,30Y,0.005283
2014-03-28,3M,0.000966
2014-03-28,6M,0.000679
2014-03-28,1Y,0.000966
2014-03-28,2Y,0.001602
2014-03-28,3Y,0.002405
2014-03-28,5Y,0.003055
2014-03-28,7Y,0.003529
2014-03-28,10Y,0.003668
2014-03-28,15Y,0.00438
2014-03-28,20Y,0.004781
2014-03-28,30Y,0.005214
2014-03-31,3M,0.001006
2014-03-31,6M,0.000478
2014-03-31,1Y,0.000754
2014-03-31,2Y,0.001977
2014-03-31,3Y,0.002487
2014-03-31,5Y,0.003079
2014-03-31,7Y,0.003458
2014-03-31,10Y,0.003698
2014-03-31,15Y,0.004383
2014-03-31,20Y,0.004768
2014-03-31,30Y,0.005277
2014-04-01,3M,0.00099
2014-04-01,6M,0.000222
2014-04-01,1Y,0.000668
2014-04-01,2Y,0.002327
2014-04-01,3Y,0.002298
2014-04-01,5Y,0.003109
2014-04-01,7Y,0.003434
2014-04-01,10Y,0.003704
2014-04-01,15Y,0.004376
2014-04-01,20Y,0.004798
2014-04-01,30Y,0.005438
2014-04-02,3M,0.000929
2014-04-02,6M,0.000245
2014-04-02,1Y,0.0005
2014-04-02,2Y,0.002181
2014-04-02,3Y,0.002224
2014-04-02,5Y,0.003273
2014-04-02,7Y,0.003337
2014-04-02,10Y,0.003709
2014-04-02,15Y,0.004462
2014-04-02,20Y,0.004937
2014-04-02,30Y,0.005564
2014-04-03,3M,0.001079
2014-04-03,6M,0.000571
2014-04-03,1Y,0.000519
2014-04-03,2Y,0.001948
2014-04-03,3Y,0.001921
2014-04-03,5Y,0.003241
2014-04-03,7Y,0.003432
2014-04-03,10Y,0.003888
2014-04-03,15Y,0.004483
2014-04-03,20Y,0.004844
2014-04-03,30Y,0.005608
2014-04-04,3M,0.001265
2014-04-04,6M,0.000491
2014-04-04,1Y,0.000436
2014-04-04,2Y,0.002068
2014-04-04,3Y,0.00196
2014-04-04,5Y,0.003252
2014-04-04,7Y,0.003573
2014-04-04,10Y,0.003802
2014-04-04,15Y,0.004386
2014-04-04,20Y,0.004883
2014-04-04,30Y,0.0055
2014-04-07,3M,0.001336
2014-04-07,6M,0.000414
2014-04-07,1Y,0.000545
2014-04-07,2Y,0.002108
2014-04-07,3Y,0.002016
2014-04-07,5Y,0.003073
2014-04-07,7Y,0.003668
2014-04-07,10Y,0.003764
2014-04-07,15Y,0.004309
2014-04-07,20Y,0.004689
2014-04-07,30Y,0.005399
2014-04-08,3M,0.001767
2014-04-08,6M,0.000425
2014-04-08,1Y,0.00074
2014-04-08,2Y,0.001982
2014-04-08,3Y,0.001967
2014-04-08,5Y,0.003034
2014-04-08,7Y,0.003816
2014-04-08,10Y,0.003816
2014-04-08,15Y,0.004049
2014-04-08,20Y,0.004625
2014-04-08,30Y,0.005439
2014-04-09,3M,0.00166
2014-04-09,6M,0.000403
2014-04-09,1Y,0.000988
2014-04-09,2Y,0.002118
2014-04-09,3Y,0.001943
2014-04-09,5Y,0.002956
2014-04-09,7Y,0.003872
2014-04-09,10Y,0.003837
2014-04-09,15Y,0.003845
2014-04-09,20Y,0.004677
2014-04-09,30Y,0.005438
2014-04-10,3M,0.001486
2014-04-10,6M,0.000357
2014-04-10,1Y,0.00106
2014-04-10,2Y,0.001811
2014-04-10,3Y,0.001837
2014-04-10,5Y,0.002848
2014-04-10,7Y,0.003782
2014-04-10,10Y,0.003903
2014-04-10,15Y,0.003992
2014-04-10,20Y,0.004784
2014-04-10,30Y,0.005226
2014-04-11,3M,0.001759
2014-04-11,6M,0.000364
2014-04-11,1Y,0.000892
2014-04-11,2Y,0.001782
2014-04-11,3Y,0.001879
2014-04-11,5Y,0.002958
2014-04-11,7Y,0.003704
2014-04-11,10Y,0.003803
2014-04-11,15Y,0.003853
2014-04-11,20Y,0.004626
2014-04-11,30Y,0.005283
2014-04-14,3M,0.001531
2014-04-14,6M,0.000373
2014-04-14,1Y,0.000976
2014-04-14,2Y,0.00171
2014-04-14,3Y,0.001742
2014-04-14,5Y,0.002841
2014-04-14,7Y,0.003666
2014-04-14,10Y,0.003758
2014-04-14,15Y,0.003956
2014-04-14,20Y,0.00447
2014-04-14,30Y,0.005247
2014-04-15,3M,0.001458
2014-04-15,6M,0.000472
2014-04-15,1Y,0.001162
2014-04-15,2Y,0.001698
2014-04-15,3Y,0.001732
2014-04-15,5Y,0.002763
2014-04-15,7Y,0.003724
2014-04-15,10Y,0.003631
2014-04-15,15Y,0.003948
2014-04-15,20Y,0.004633
2014-04-15,30Y,0.005266
2014-04-16,3M,0.001447
2014-04-16,6M,0.000619
2014-04-16,1Y,0.001215
2014-04-16,2Y,0.001721
2014-04-16,3Y,0.001845
2014-04-16,5Y,0.002537
2014-04-16,7Y,0.003717
2014-04-16,10Y,0.003472
2014-04-16,15Y,0.003717
2014-04-16,20Y,0.004611
2014-04-16,30Y,0.005286
2014-04-17,3M,0.001205
2014-04-17,6M,0.000388
2014-04-17,1Y,0.00129
2014-04-17,2Y,0.001967
2014-04-17,3Y,0.00195
2014-04-17,5Y,0.00245
2014-04-17,7Y,0.003831
2014-04-17,10Y,0.003541
2014-04-17,15Y,0.003648
2014-04-17,20Y,0.004744
2014-04-17,30Y,0.005164
2014-04-18,3M,0.001143
2014-04-18,6M,0.0002
2014-04-18,1Y,0.001206
2014-04-18,2Y,0.001741
2014-04-18,3Y,0.001884
2014-04-18,5Y,0.002663
2014-04-18,7Y,0.003936
2014-04-18,10Y,0.00366
2014-04-18,15Y,0.00365
2014-04-18,20Y,0.004781
2014-04-18,30Y,0.005178
2014-04-21,3M,0.001194
2014-04-21,6M,0.000298
2014-04-21,1Y,0.001166
2014-04-21,2Y,0.001793
2014-04-21,3Y,0.002086
2014-04-21,5Y,0.002618
2014-04-21,7Y,0.003844
2014-04-21,10Y,0.003735
2014-04-21,15Y,0.003487
2014-04-21,20Y,0.004659
2014-04-21,30Y,0.005106
2014-04-22,3M,0.001138
2014-04-22,6M,0.000465
2014-04-22,1Y,0.0013
2014-04-22,2Y,0.001785
2014-04-22,3Y,0.002056
2014-04-22,5Y,0.002534
2014-04-22,7Y,0.003898
2014-04-22,10Y,0.003661
2014-04-22,15Y,0.003468
2014-04-22,20Y,0.004511
2014-04-22,30Y,0.005119
2014-04-23,3M,0.001108
2014-04-23,6M,0.000278
2014-04-23,1Y,0.001027
2014-04-23,2Y,0.001829
