date,tenor,rate
2014-01-14,6M,0.00129
2014-01-14,1Y,0.001275
2014-01-14,2Y,0.00256
2014-01-14,3Y,0.003297
2014-01-14,5Y,0.003872
2014-01-14,7Y,0.004681
2014-01-14,10Y,0.00442
2014-01-14,15Y,0.006268
2014-01-14,20Y,0.006308
2014-01-14,30Y,0.006417
2014-01-15,3M,0.002001
2014-01-15,6M,0.0011
2014-01-15,1Y,0.001242
2014-01-15,2Y,0.002623
2014-01-15,3Y,0.003665
2014-01-15,5Y,0.003788
2014-01-15,7Y,0.004711
2014-01-15,10Y,0.004377
2014-01-15,15Y,0.006268
2014-01-15,20Y,0.006209
2014-01-15,30Y,0.006327
2014-01-16,3M,0.002163
2014-01-16,6M,0.001358
2014-01-16,1Y,0.001525
2014-01-16,2Y,0.002509
2014-01-16,3Y,0.003633
2014-01-16,5Y,0.003808
2014-01-16,7Y,0.004649
2014-01-16,10Y,0.004408
2014-01-16,15Y,0.006311
2014-01-16,20Y,0.006066
2014-01-16,30Y,0.006327
2014-01-17,3M,0.001947
2014-01-17,6M,0.001478
2014-01-17,1Y,0.001567
2014-01-17,2Y,0.002532
2014-01-17,3Y,0.003778
2014-01-17,5Y,0.003728
2014-01-17,7Y,0.004713
2014-01-17,10Y,0.004426
2014-01-17,15Y,0.006302
2014-01-17,20Y,0.006078
2014-01-17,30Y,0.006138
2014-01-20,3M,0.001868
2014-01-20,6M,0.001446
2014-01-20,1Y,0.001608
2014-01-20,2Y,0.002649
2014-01-20,3Y,0.003716
2014-01-20,5Y,0.003788
2014-01-20,7Y,0.004845
2014-01-20,10Y,0.004231
2014-01-20,15Y,0.006247
2014-01-20,20Y,0.006144
2014-01-20,30Y,0.006124
2014-01-21,3M,0.00246
2014-01-21,6M,0.001562
2014-01-21,1Y,0.001639
2014-01-21,2Y,0.002443
2014-01-21,3Y,0.003532
2014-01-21,5Y,0.003706
2014-01-21,7Y,0.004882
2014-01-21,10Y,0.004203
2014-01-21,15Y,0.006337
2014-01-21,20Y,0.006023
2014-01-21,30Y,0.006227
2014-01-22,3M,0.002654
2014-01-22,6M,0.001279
2014-01-22,1Y,0.001614
2014-01-22,2Y,0.002462
2014-01-22,3Y,0.003545
2014-01-22,5Y,0.003583
2014-01-22,7Y,0.004942
2014-01-22,10Y,0.004259
2014-01-22,15Y,0.006187
2014-01-22,20Y,0.005851
2014-01-22,30Y,0.006127
2014-01-23,3M,0.002488
2014-01-23,6M,0.000972
2014-01-23,1Y,0.001464
2014-01-23,2Y,0.002419
2014-01-23,3Y,0.003837
2014-01-23,5Y,0.003587
2014-01-23,7Y,0.004901
2014-01-23,10Y,0.004196
2014-01-23,15Y,0.006275
2014-01-23,20Y,0.005817
2014-01-23,30Y,0.006223
2014-01-24,3M,0.002036
2014-01-24,6M,0.001487
2014-01-24,1Y,0.001487
2014-01-24,2Y,0.002338
2014-01-24,3Y,0.003563
2014-01-24,5Y,0.003654
2014-01-24,7Y,0.004806
2014-01-24,10Y,0.004152
2014-01-24,15Y,0.006263
2014-01-24,20Y,0.005876
2014-01-24,30Y,0.006313
2014-01-27,3M,0.001907
2014-01-27,6M,0.001498
2014-01-27,1Y,0.001433
2014-01-27,2Y,0.002472
2014-01-27,3Y,0.003519
2014-01-27,5Y,0.003747
2014-01-27,7Y,0.004893
2014-01-27,10Y,0.004333
2014-01-27,15Y,0.006315
2014-01-27,20Y,0.005829
2014-01-27,30Y,0.006352
2014-01-28,3M,0.001717
2014-01-28,6M,0.001627
2014-01-28,1Y,0.001121
2014-01-28,2Y,0.002454
2014-01-28,3Y,0.003414
2014-01-28,5Y,0.003872
2014-01-28,7Y,0.005051
2014-01-28,10Y,0.004391
2014-01-28,15Y,0.00643
2014-01-28,20Y,0.005954
2014-01-28,30Y,0.006419
2014-01-29,3M,0.001666
2014-01-29,6M,0.001147
2014-01-29,1Y,0.001165
2014-01-29,2Y,0.002389
2014-01-29,3Y,0.00341
2014-01-29,5Y,0.004032
2014-01-29,7Y,0.005066
2014-01-29,10Y,0.004416
2014-01-29,15Y,0.006214
2014-01-29,20Y,0.005962
2014-01-29,30Y,0.006443
2014-01-30,3M,0.001206
2014-01-30,6M,0.000854
2014-01-30,1Y,0.001091
2014-01-30,2Y,0.002148
2014-01-30,3Y,0.003513
2014-01-30,5Y,0.004048
2014-01-30,7Y,0.00491
2014-01-30,10Y,0.004517
2014-01-30,15Y,0.006244
2014-01-30,20Y,0.005876
2014-01-30,30Y,0.006307
2014-01-31,3M,0.000761
2014-01-31,6M,0.000721
2014-01-31,1Y,0.000975
2014-01-31,2Y,0.002186
2014-01-31,3Y,0.00345
2014-01-31,5Y,0.003996
2014-01-31,7Y,0.00494
2014-01-31,10Y,0.004444
2014-01-31,15Y,0.006311
2014-01-31,20Y,0.005945
2014-01-31,30Y,0.006355
2014-02-03,3M,0.000731
2014-02-03,6M,0.000615
2014-02-03,1Y,0.000902
2014-02-03,2Y,0.002275
2014-02-03,3Y,0.003391
2014-02-03,5Y,0.003994
2014-02-03,7Y,0.004769
2014-02-03,10Y,0.004521
2014-02-03,15Y,0.006272
2014-02-03,20Y,0.005955
2014-02-03,30Y,0.006349
2014-02-04,3M,0.000368
2014-02-04,6M,0.000768
2014-02-04,1Y,0.001094
2014-02-04,2Y,0.002485
2014-02-04,3Y,0.003302
2014-02-04,5Y,0.00382
2014-02-04,7Y,0.004879
2014-02-04,10Y,0.004595
2014-02-04,15Y,0.006166
2014-02-04,20Y,0.005812
2014-02-04,30Y,0.006514
2014-02-05,3M,0.000364
2014-02-05,6M,0.000951
2014-02-05,1Y,0.001158
2014-02-05,2Y,0.002686
2014-02-05,3Y,0.003123
2014-02-05,5Y,0.003813
2014-02-05,7Y,0.00487
2014-02-05,10Y,0.004665
2014-02-05,15Y,0.006061
2014-02-05,20Y,0.005653
2014-02-05,30Y,0.006676
2014-02-06,3M,0.000505
2014-02-06,6M,0.000797
2014-02-06,1Y,0.00139
2014-02-06,2Y,0.00273
2014-02-06,3Y,0.003137
2014-02-06,5Y,0.003746
2014-02-06,7Y,0.005083
2014-02-06,10Y,0.004532
2014-02-06,15Y,0.00616
2014-02-06,20Y,0.005654
2014-02-06,30Y,0.006723
2014-02-07,3M,0.000604
2014-02-07,6M,0.000956
2014-02-07,1Y,0.001424
2014-02-07,2Y,0.002771
2014-02-07,3Y,0.003221
2014-02-07,5Y,0.00384
2014-02-07,7Y,0.005216
2014-02-07,10Y,0.004684
2014-02-07,15Y,0.00611
2014-02-07,20Y,0.005675
2014-02-07,30Y,0.006726
2014-02-10,3M,0.000618
2014-02-10,6M,0.000921
2014-02-10,1Y,0.001154
2014-02-10,2Y,0.002748
2014-02-10,3Y,0.003375
2014-02-10,5Y,0.003894
2014-02-10,7Y,0.005107
2014-02-10,10Y,0.004595
2014-02-10,15Y,0.006084
2014-02-10,20Y,0.005741
2014-02-10,30Y,0.006673
2014-02-11,3M,0.000528
2014-02-11,6M,0.000667
2014-02-11,1Y,0.001232
2014-02-11,2Y,0.002805
2014-02-11,3Y,0.003373
2014-02-11,5Y,0.003887
2014-02-11,7Y,0.004931
2014-02-11,10Y,0.004602
2014-02-11,15Y,0.006151
2014-02-11,20Y,0.005735
2014-02-11,30Y,0.006652
2014-02-12,3M,0.000635
2014-02-12,6M,0.000562
2014-02-12,1Y,0.001256
2014-02-12,2Y,0.002658
2014-02-12,3Y,0.003008
2014-02-12,5Y,0.003761
2014-02-12,7Y,0.004952
2014-02-12,10Y,0.004677
2014-02-12,15Y,0.006213
2014-02-12,20Y,0.005668
2014-02-12,30Y,0.006594
2014-02-13,3M,0.000633
2014-02-13,6M,0.000969
2014-02-13,1Y,0.001353
2014-02-13,2Y,0.002649
2014-02-13,3Y,0.002793
2014-02-13,5Y,0.003915
2014-02-13,7Y,0.004806
2014-02-13,10Y,0.004675
2014-02-13,15Y,0.006292
2014-02-13,20Y,0.005862
2014-02-13,30Y,0.006721
2014-02-14,3M,0.000264
2014-02-14,6M,0.001034
2014-02-14,1Y,0.001524
2014-02-14,2Y,0.002755
2014-02-14,3Y,0.003031
2014-02-14,5Y,0.004002
2014-02-14,7Y,0.004837
2014-02-14,10Y,0.00484
2014-02-14,15Y,0.006322
2014-02-14,20Y,0.005819
2014-02-14,30Y,0.006702
2014-02-17,3M,0.0002
2014-02-17,6M,0.001036
2014-02-17,1Y,0.001344
2014-02-17,2Y,0.002522
2014-02-17,3Y,0.003285
2014-02-17,5Y,0.003971
2014-02-17,7Y,0.004645
2014-02-17,10Y,0.00476
2014-02-17,15Y,0.006217
2014-02-17,20Y,0.005859
2014-02-17,30Y,0.006925
2014-02-18,3M,0.0002
2014-02-18,6M,0.00084
2014-02-18,1Y,0.001473
2014-02-18,2Y,0.002446
2014-02-18,3Y,0.00329
2014-02-18,5Y,0.003865
2014-02-18,7Y,0.004791
2014-02-18,10Y,0.004763
2014-02-18,15Y,0.006185
2014-02-18,20Y,0.00574
2014-02-18,30Y,0.006945
2014-02-19,3M,0.000563
2014-02-19,6M,0.000844
2014-02-19,1Y,0.001686
2014-02-19,2Y,0.002411
2014-02-19,3Y,0.003357
2014-02-19,5Y,0.003766
2014-02-19,7Y,0.00467
2014-02-19,10Y,0.004964
2014-02-19,15Y,0.005892
2014-02-19,20Y,0.005718
2014-02-19,30Y,0.006793
2014-02-20,3M,0.000513
2014-02-20,6M,0.000695
2014-02-20,1Y,0.001654
2014-02-20,2Y,0.002268
2014-02-20,3Y,0.003291
2014-02-20,5Y,0.003623
2014-02-20,7Y,0.00452
2014-02-20,10Y,0.004898
2014-02-20,15Y,0.005869
2014-02-20,20Y,0.005708
2014-02-20,30Y,0.006837
2014-02-21,3M,0.000628
2014-02-21,6M,0.000777
2014-02-21,1Y,0.00173
2014-02-21,2Y,0.002352
2014-02-21,3Y,0.002998
2014-02-21,5Y,0.003478
2014-02-21,7Y,0.004641
2014-02-21,10Y,0.004862
2014-02-21,15Y,0.005729
2014-02-21,20Y,0.005814
2014-02-21,30Y,0.006708
2014-02-24,3M,0.000672
2014-02-24,6M,0.000718
2014-02-24,1Y,0.001552
2014-02-24,2Y,0.002262
2014-02-24,3Y,0.002756
2014-02-24,5Y,0.003648
2014-02-24,7Y,0.004523
2014-02-24,10Y,0.00501
2014-02-24,15Y,0.005625
2014-02-24,20Y,0.005753
2014-02-24,30Y,0.006649
2014-02-25,3M,0.000709
2014-02-25,6M,0.000789
2014-02-25,1Y,0.001563
2014-02-25,2Y,0.002428
2014-02-25,3Y,0.002514
2014-02-25,5Y,0.003831
2014-02-25,7Y,0.004546
2014-02-25,10Y,0.00501
2014-02-25,15Y,0.00567
2014-02-25,20Y,0.005591
2014-02-25,30Y,0.006689
2014-02-26,3M,0.000808
2014-02-26,6M,0.000498
2014-02-26,1Y,0.001562
2014-02-26,2Y,0.002501
2014-02-26,3Y,0.002338
2014-02-26,5Y,0.003916
2014-02-26,7Y,0.004507
2014-02-26,10Y,0.00505
2014-02-26,15Y,0.005675
2014-02-26,20Y,0.005545
2014-02-26,30Y,0.006603
2014-02-27,3M,0.00062
2014-02-27,6M,0.000454
2014-02-27,1Y,0.001546
2014-02-27,2Y,0.002517
2014-02-27,3Y,0.002431
2014-02-27,5Y,0.003823
2014-02-27,7Y,0.004519
2014-02-27,10Y,0.005304
2014-02-27,15Y,0.005616
2014-02-27,20Y,0.005687
2014-02-27,30Y,0.006462
2014-02-28,3M,0.000695
2014-02-28,6M,0.000341
2014-02-28,1Y,0.001297
2014-02-28,2Y,0.00245
2014-02-28,3Y,0.002554
2014-02-28,5Y,0.003704
2014-02-28,7Y,0.004477
2014-02-28,10Y,0.005288
2014-02-28,15Y,0.005718
2014-02-28,20Y,0.005674
2014-02-28,30Y,0.006522
2014-03-03,3M,0.000606
2014-03-03,6M,0.000586
2014-03-03,1Y,0.001237
2014-03-03,2Y,0.002522
2014-03-03,3Y,0.002563
2014-03-03,5Y,0.00362
2014-03-03,7Y,0.004619
2014-03-03,10Y,0.005252
2014-03-03,15Y,0.005639
2014-03-03,20Y,0.005662
2014-03-03,30Y,0.006503
2014-03-04,3M,0.000729
2014-03-04,6M,0.000923
2014-03-04,1Y,0.001148
2014-03-04,2Y,0.002646
2014-03-04,3Y,0.002517
2014-03-04,5Y,0.003728
2014-03-04,7Y,0.004645
2014-03-04,10Y,0.005304
2014-03-04,15Y,0.005795
2014-03-04,20Y,0.005746
2014-03-04,30Y,0.006571
2014-03-05,3M,0.000931
2014-03-05,6M,0.001144
2014-03-05,1Y,0.001066
2014-03-05,2Y,0.002596
2014-03-05,3Y,0.00243
2014-03-05,5Y,0.003768
2014-03-05,7Y,0.004699
2014-03-05,10Y,0.005318
2014-03-05,15Y,0.00578
2014-03-05,20Y,0.005674
2014-03-05,30Y,0.006566
2014-03-06,3M,0.001102
2014-03-06,6M,0.000923
2014-03-06,1Y,0.00091
2014-03-06,2Y,0.002615
2014-03-06,3Y,0.002237
2014-03-06,5Y,0.003892
2014-03-06,7Y,0.004771
2014-03-06,10Y,0.00543
2014-03-06,15Y,0.005738
2014-03-06,20Y,0.005838
2014-03-06,30Y,0.00656
2014-03-07,3M,0.001231
2014-03-07,6M,0.000788
2014-03-07,1Y,0.00084
2014-03-07,2Y,0.00246
2014-03-07,3Y,0.001907
2014-03-07,5Y,0.003874
2014-03-07,7Y,0.004857
2014-03-07,10Y,0.005361
2014-03-07,15Y,0.005714
2014-03-07,20Y,0.005796
2014-03-07,30Y,0.006485
2014-03-10,3M,0.001373
2014-03-10,6M,0.00068
2014-03-10,1Y,0.001074
2014-03-10,2Y,0.002322
2014-03-10,3Y,0.002053
2014-03-10,5Y,0.003704
2014-03-10,7Y,0.004731
2014-03-10,10Y,0.005161
2014-03-10,15Y,0.005553
2014-03-10,20Y,0.005428
2014-03-10,30Y,0.006451
2014-03-11,3M,0.001487
2014-03-11,6M,0.000549
2014-03-11,1Y,0.001162
2014-03-11,2Y,0.00225
2014-03-11,3Y,0.00207
2014-03-11,5Y,0.003708
2014-03-11,7Y,0.004817
2014-03-11,10Y,0.005132
2014-03-11,15Y,0.00543
2014-03-11,20Y,0.005361
2014-03-11,30Y,0.006435
2014-03-12,3M,0.001511
2014-03-12,6M,0.000638
2014-03-12,1Y,0.001224
2014-03-12,2Y,0.002297
2014-03-12,3Y,0.002222
2014-03-12,5Y,0.003794
2014-03-12,7Y,0.004743
2014-03-12,10Y,0.005048
2014-03-12,15Y,0.005615
2014-03-12,20Y,0.005423
2014-03-12,30Y,0.006264
2014-03-13,3M,0.001548
2014-03-13,6M,0.00066
2014-03-13,1Y,0.001273
2014-03-13,2Y,0.002269
2014-03-13,3Y,0.002219
2014-03-13,5Y,0.003723
2014-03-13,7Y,0.004516
2014-03-13,10Y,0.004838
2014-03-13,15Y,0.005762
2014-03-13,20Y,0.005371
2014-03-13,30Y,0.006351
2014-03-14,3M,0.001698
2014-03-14,6M,0.000685
2014-03-14,1Y,0.001357
2014-03-14,2Y,0.002171
2014-03-14,3Y,0.002236
2014-03-14,5Y,0.003738
2014-03-14,7Y,0.004337
2014-03-14,10Y,0.004602
2014-03-14,15Y,0.0057
2014-03-14,20Y,0.00549
2014-03-14,30Y,0.006264
2014-03-17,3M,0.0017
2014-03-17,6M,0.000825
2014-03-17,1Y,0.001385
2014-03-17,2Y,0.002215
2014-03-17,3Y,0.002295
2014-03-17,5Y,0.00341
2014-03-17,7Y,0.004022
2014-03-17,10Y,0.004542
2014-03-17,15Y,0.00571
2014-03-17,20Y,0.005436
2014-03-17,30Y,0.006442
2014-03-18,3M,0.001835
2014-03-18,6M,0.00102
2014-03-18,1Y,0.001523
2014-03-18,2Y,0.002183
2014-03-18,3Y,0.00228
2014-03-18,5Y,0.003617
2014-03-18,7Y,0.003959
2014-03-18,10Y,0.004555
2014-03-18,15Y,0.005789
2014-03-18,20Y,0.005637
2014-03-18,30Y,0.006462
2014-03-19,3M,0.001834
2014-03-19,6M,0.001469
2014-03-19,1Y,0.001501
2014-03-19,2Y,0.00241
2014-03-19,3Y,0.00232
2014-03-19,5Y,0.003739
2014-03-19,7Y,0.003987
2014-03-19,10Y,0.004685
2014-03-19,15Y,0.005924
2014-03-19,20Y,0.005616
2014-03-19,30Y,0.006674
2014-03-20,3M,0.001927
2014-03-20,6M,0.00133
2014-03-20,1Y,0.001549
2014-03-20,2Y,0.00258
2014-03-20,3Y,0.00237
2014-03-20,5Y,0.003553
2014-03-20,7Y,0.004062
2014-03-20,10Y,0.004579
2014-03-20,15Y,0.005831
2014-03-20,20Y,0.005757
2014-03-20,30Y,0.006754
2014-03-21,3M,0.001874
2014-03-21,6M,0.001292
2014-03-21,1Y,0.001457
2014-03-21,2Y,0.002338
2014-03-21,3Y,0.002595
2014-03-21,5Y,0.003692
2014-03-21,7Y,0.004109
2014-03-21,10Y,0.004543
2014-03-21,15Y,0.005908
2014-03-21,20Y,0.005816
2014-03-21,30Y,0.006724
2014-03-24,3M,0.002006
2014-03-24,6M,0.001168
2014-03-24,1Y,0.001467
2014-03-24,2Y,0.00234
2014-03-24,3Y,0.002542
2014-03-24,5Y,0.003654
2014-03-24,7Y,0.004299
2014-03-24,10Y,0.004586
2014-03-24,15Y,0.005882
2014-03-24,20Y,0.00585
2014-03-24,30Y,0.006821
2014-03-25,3M,0.001967
2014-03-25,6M,0.001093
2014-03-25,1Y,0.001429
2014-03-25,2Y,0.002158
2014-03-25,3Y,0.002262
2014-03-25,5Y,0.003661
2014-03-25,7Y,0.004339
2014-03-25,10Y,0.004704
2014-03-25,15Y,0.005896
2014-03-25,20Y,0.005727
2014-03-25,30Y,0.006822
2014-03-26,3M,0.001924
2014-03-26,6M,0.001294
2014-03-26,1Y,0.001756
2014-03-26,2Y,0.002064
2014-03-26,3Y,0.002269
2014-03-26,5Y,0.003523
2014-03-26,7Y,0.004459
2014-03-26,10Y,0.00473
2014-03-26,15Y,0.005885
2014-03-26,20Y,0.005838
2014-03-26,30Y,0.006898
2014-03-27,3M,0.001889
2014-03-27,6M,0.00103
2014-03-27,1Y,0.001834
2014-03-27,2Y,0.002317
2014-03-27,3Y,0.002412
2014-03-27,5Y,0.003472
2014-03-27,7Y,0.004365
2014-03-27,10Y,0.004716
2014-03-27,15Y,0.005711
2014-03-27,20Y,0.005933
2014-03-27,30Y,0.006765
2014-03-28,3M,0.001434
2014-03-28,6M,0.001182
2014-03-28,1Y,0.001655
2014-03-28,2Y,0.002398
2014-03-28,3Y,0.002621
2014-03-28,5Y,0.003265
2014-03-28,7Y,0.004233
2014-03-28,10Y,0.004686
2014-03-28,15Y,0.005795
2014-03-28,20Y,0.005796
2014-03-28,30Y,0.006852
2014-03-31,3M,0.001516
2014-03-31,6M,0.001073
2014-03-31,1Y,0.001532
2014-03-31,2Y,0.002375
2014-03-31,3Y,0.002707
2014-03-31,5Y,0.003355
2014-03-31,7Y,0.0043
2014-03-31,10Y,0.004741
2014-03-31,15Y,0.005762
2014-03-31,20Y,0.00568
2014-03-31,30Y,0.006822
2014-04-01,3M,0.001478
2014-04-01,6M,0.00136
2014-04-01,1Y,0.001544
2014-04-01,2Y,0.002284
2014-04-01,3Y,0.002785
2014-04-01,5Y,0.003476
2014-04-01,7Y,0.004229
2014-04-01,10Y,0.004882
2014-04-01,15Y,0.00579
2014-04-01,20Y,0.005697
2014-04-01,30Y,0.006905
2014-04-02,3M,0.001243
2014-04-02,6M,0.001592
2014-04-02,1Y,0.001497
2014-04-02,2Y,0.002213
2014-04-02,3Y,0.002731
2014-04-02,5Y,0.003454
2014-04-02,7Y,0.004163
2014-04-02,10Y,0.004874
2014-04-02,15Y,0.005696
2014-04-02,20Y,0.005712
2014-04-02,30Y,0.006853
2014-04-03,3M,0.001125
2014-04-03,6M,0.00187
2014-04-03,1Y,0.001418
2014-04-03,2Y,0.002285
2014-04-03,3Y,0.002884
2014-04-03,5Y,0.003507
2014-04-03,7Y,0.004126
2014-04-03,10Y,0.004873
2014-04-03,15Y,0.005713
2014-04-03,20Y,0.005783
2014-04-03,30Y,0.006837
2014-04-04,3M,0.00118
2014-04-04,6M,0.001639
2014-04-04,1Y,0.001315
2014-04-04,2Y,0.002376
2014-04-04,3Y,0.002954
2014-04-04,5Y,0.00349
2014-04-04,7Y,0.004097
2014-04-04,10Y,0.004995
2014-04-04,15Y,0.005722
2014-04-04,20Y,0.005547
2014-04-04,30Y,0.006684
2014-04-07,3M,0.001285
2014-04-07,6M,0.001535
2014-04-07,1Y,0.001546
2014-04-07,2Y,0.002381
2014-04-07,3Y,0.002816
2014-04-07,5Y,0.003495
2014-04-07,7Y,0.004081
2014-04-07,10Y,0.0051
2014-04-07,15Y,0.005674
2014-04-07,20Y,0.005591
2014-04-07,30Y,0.006519
2014-04-08,3M,0.001092
2014-04-08,6M,0.001605
2014-04-08,1Y,0.001416
2014-04-08,2Y,0.002363
2014-04-08,3Y,0.002996
2014-04-08,5Y,0.003547
2014-04-08,7Y,0.004167
2014-04-08,10Y,0.005129
2014-04-08,15Y,0.005762
2014-04-08,20Y,0.005774
2014-04-08,30Y,0.006549
2014-04-09,3M,0.000911
2014-04-09,6M,0.001564
2014-04-09,1Y,0.001525
2014-04-09,2Y,0.002477
2014-04-09,3Y,0.002982
2014-04-09,5Y,0.003618
2014-04-09,7Y,0.00412
2014-04-09,10Y,0.005301
2014-04-09,15Y,0.005591
2014-04-09,20Y,0.00577
2014-04-09,30Y,0.006568
2014-04-10,3M,0.000779
2014-04-10,6M,0.001512
2014-04-10,1Y,0.001726
2014-04-10,2Y,0.002456
2014-04-10,3Y,0.002899
2014-04-10,5Y,0.003589
2014-04-10,7Y,0.004057
2014-04-10,10Y,0.005345
2014-04-10,15Y,0.005465
2014-04-10,20Y,0.005764
2014-04-10,30Y,0.006485
2014-04-11,3M,0.000609
2014-04-11,6M,0.00142
2014-04-11,1Y,0.001708
2014-04-11,2Y,0.002793
2014-04-11,3Y,0.003089
2014-04-11,5Y,0.003552
2014-04-11,7Y,0.004009
2014-04-11,10Y,0.005382
2014-04-11,15Y,0.005431
2014-04-11,20Y,0.005849
2014-04-11,30Y,0.006611
2014-04-14,3M,0.000441
2014-04-14,6M,0.001294
2014-04-14,1Y,0.001807
2014-04-14,2Y,0.003141
2014-04-14,3Y,0.002875
2014-04-14,5Y,0.003607
2014-04-14,7Y,0.003896
2014-04-14,10Y,0.00525
2014-04-14,15Y,0.005545
2014-04-14,20Y,0.006065
2014-04-14,30Y,0.006628
2014-04-15,3M,0.000747
2014-04-15,6M,0.001538
2014-04-15,1Y,0.001689
2014-04-15,2Y,0.003242
2014-04-15,3Y,0.002742
2014-04-15,5Y,0.003763
2014-04-15,7Y,0.004061
2014-04-15,10Y,0.005239
2014-04-15,15Y,0.00557
2014-04-15,20Y,0.006015
2014-04-15,30Y,0.006505
2014-04-16,3M,0.000671
2014-04-16,6M,0.001524
2014-04-16,1Y,0.001695
2014-04-16,2Y,0.003283
2014-04-16,3Y,0.002539
2014-04-16,5Y,0.00383
2014-04-16,7Y,0.004295
2014-04-16,10Y,0.005282
2014-04-16,15Y,0.005563
2014-04-16,20Y,0.005889
2014-04-16,30Y,0.006541
2014-04-17,3M,0.000409
2014-04-17,6M,0.001637
2014-04-17,1Y,0.001671
2014-04-17,2Y,0.003218
2014-04-17,3Y,0.002576
2014-04-17,5Y,0.003721
2014-04-17,7Y,0.004371
2014-04-17,10Y,0.005219
2014-04-17,15Y,0.005492
2014-04-17,20Y,0.005949
2014-04-17,30Y,0.006671
2014-04-18,3M,0.000851
2014-04-18,6M,0.001252
2014-04-18,1Y,0.001428
2014-04-18,2Y,0.003357
2014-04-18,3Y,0.002687
2014-04-18,5Y,0.003607
2014-04-18,7Y,0.004274
2014-04-18,10Y,0.005198
2014-04-18,15Y,0.005637
2014-04-18,20Y,0.006039
2014-04-18,30Y,0.00653
2014-04-21,3M,0.001033
2014-04-21,6M,0.000946
2014-04-21,1Y,0.001286
2014-04-21,2Y,0.003164
2014-04-21,3Y,0.002794
2014-04-21,5Y,0.003595
2014-04-21,7Y,0.004317
2014-04-21,10Y,0.005185
2014-04-21,15Y,0.005657
2014-04-21,20Y,0.005899
2014-04-21,30Y,0.006532
2014-04-22,3M,0.000954
2014-04-22,6M,0.000993
2014-04-22,1Y,0.001368
2014-04-22,2Y,0.003034
2014-04-22,3Y,0.002746
2014-04-22,5Y,0.003657
2014-04-22,7Y,0.004382
2014-04-22,10Y,0.00523
2014-04-22,15Y,0.005467
2014-04-22,20Y,0.005927
2014-04-22,30Y,0.006539
2014-04-23,3M,0.00109
2014-04-23,6M,0.001052
2014-04-23,1Y,0.001393
2014-04-23,2Y,0.003093
