date,tenor,rate
2014-04-18,10Y,0.004626
2014-04-18,15Y,0.005806
2014-04-18,20Y,0.00566
2014-04-18,30Y,0.00664
2014-04-21,1Y,0.003018
2014-04-21,2Y,0.001466
2014-04-21,3Y,0.003809
2014-04-21,5Y,0.004165
2014-04-21,7Y,0.003357
2014-04-21,10Y,0.004637
2014-04-21,15Y,0.005943
2014-04-21,20Y,0.00563
2014-04-21,30Y,0.006673
2014-04-22,1Y,0.002721
2014-04-22,2Y,0.001668
2014-04-22,3Y,0.004282
2014-04-22,5Y,0.004014
2014-04-22,7Y,0.003901
2014-04-22,10Y,0.004519
2014-04-22,15Y,0.005901
2014-04-22,20Y,0.005667
2014-04-22,30Y,0.006842
2014-04-23,1Y,0.002212
2014-04-23,2Y,0.001135
2014-04-23,3Y,0.004405
2014-04-23,5Y,0.004171
2014-04-23,7Y,0.004058
2014-04-23,10Y,0.005064
2014-04-23,15Y,0.005899
2014-04-23,20Y,0.005717
2014-04-23,30Y,0.006981
2014-04-24,1Y,0.002381
2014-04-24,2Y,0.001769
2014-04-24,3Y,0.003966
2014-04-24,5Y,0.004083
2014-04-24,7Y,0.003391
2014-04-24,10Y,0.005207
2014-04-24,15Y,0.005783
2014-04-24,20Y,0.005897
2014-04-24,30Y,0.007356
2014-04-25,1Y,0.002388
2014-04-25,2Y,0.001783
2014-04-25,3Y,0.00378
2014-04-25,5Y,0.003909
2014-04-25,7Y,0.003334
2014-04-25,10Y,0.005306
2014-04-25,15Y,0.005756
2014-04-25,20Y,0.005894
2014-04-25,30Y,0.007239
2014-04-28,1Y,0.002765
2014-04-28,2Y,0.002023
2014-04-28,3Y,0.003717
2014-04-28,5Y,0.00405
2014-04-28,7Y,0.003379
2014-04-28,10Y,0.005044
2014-04-28,15Y,0.006019
2014-04-28,20Y,0.005975
2014-04-28,30Y,0.006978
2014-04-29,1Y,0.00318
2014-04-29,2Y,0.0022
2014-04-29,3Y,0.003229
2014-04-29,5Y,0.004368
2014-04-29,7Y,0.003516
2014-04-29,10Y,0.005205
2014-04-29,15Y,0.006008
2014-04-29,20Y,0.005923
2014-04-29,30Y,0.006613
2014-04-30,1Y,0.003522
2014-04-30,2Y,0.00227
2014-04-30,3Y,0.003158
2014-04-30,5Y,0.004412
2014-04-30,7Y,0.003592
2014-04-30,10Y,0.005312
2014-04-30,15Y,0.005885
2014-04-30,20Y,0.005898
2014-04-30,30Y,0.006156
2014-05-01,1Y,0.003283
2014-05-01,2Y,0.002528
2014-05-01,3Y,0.00358
2014-05-01,5Y,0.00431
2014-05-01,7Y,0.003623
2014-05-01,10Y,0.005594
2014-05-01,15Y,0.005779
2014-05-01,20Y,0.006029
2014-05-01,30Y,0.006494
2014-05-02,1Y,0.003246
2014-05-02,2Y,0.002934
2014-05-02,3Y,0.003358
2014-05-02,5Y,0.00433
2014-05-02,7Y,0.00366
2014-05-02,10Y,0.005562
2014-05-02,15Y,0.005972
2014-05-02,20Y,0.006482
2014-05-02,30Y,0.00634
2014-05-05,1Y,0.002968
2014-05-05,2Y,0.003095
2014-05-05,3Y,0.003051
2014-05-05,5Y,0.004409
2014-05-05,7Y,0.003828
2014-05-05,10Y,0.005457
2014-05-05,15Y,0.006036
2014-05-05,20Y,0.00612
2014-05-05,30Y,0.006486
2014-05-06,1Y,0.002319
2014-05-06,2Y,0.002885
2014-05-06,3Y,0.002913
2014-05-06,5Y,0.0043
2014-05-06,7Y,0.004039
2014-05-06,10Y,0.005428
2014-05-06,15Y,0.005906
2014-05-06,20Y,0.006198
2014-05-06,30Y,0.006783
2014-05-07,1Y,0.002336
2014-05-07,2Y,0.003008
2014-05-07,3Y,0.003323
2014-05-07,5Y,0.004333
2014-05-07,7Y,0.003807
2014-05-07,10Y,0.005884
2014-05-07,15Y,0.006307
2014-05-07,20Y,0.005765
2014-05-07,30Y,0.006735
2014-05-08,1Y,0.002517
2014-05-08,2Y,0.003302
2014-05-08,3Y,0.003533
2014-05-08,5Y,0.004256
2014-05-08,7Y,0.003637
2014-05-08,10Y,0.00583
2014-05-08,15Y,0.006445
2014-05-08,20Y,0.005542
2014-05-08,30Y,0.006492
2014-05-09,1Y,0.002508
2014-05-09,2Y,0.002705
2014-05-09,3Y,0.00345
2014-05-09,5Y,0.004151
2014-05-09,7Y,0.00378
2014-05-09,10Y,0.005619
2014-05-09,15Y,0.00619
2014-05-09,20Y,0.005473
2014-05-09,30Y,0.006463
2014-05-12,1Y,0.002246
2014-05-12,2Y,0.002737
2014-05-12,3Y,0.003679
2014-05-12,5Y,0.004381
2014-05-12,7Y,0.004168
2014-05-12,10Y,0.00541
2014-05-12,15Y,0.006049
2014-05-12,20Y,0.004996
2014-05-12,30Y,0.00683
2014-05-13,1Y,0.001977
2014-05-13,2Y,0.002751
2014-05-13,3Y,0.003821
2014-05-13,5Y,0.004084
2014-05-13,7Y,0.004277
2014-05-13,10Y,0.005364
2014-05-13,15Y,0.005634
2014-05-13,20Y,0.005103
2014-05-13,30Y,0.007026
2014-05-14,1Y,0.001269
2014-05-14,2Y,0.003017
2014-05-14,3Y,0.003859
2014-05-14,5Y,0.004174
2014-05-14,7Y,0.004374
2014-05-14,10Y,0.005587
2014-05-14,15Y,0.005568
2014-05-14,20Y,0.00532
2014-05-14,30Y,0.006888
2014-05-15,1Y,0.001649
2014-05-15,2Y,0.002777
2014-05-15,3Y,0.003799
2014-05-15,5Y,0.004509
2014-05-15,7Y,0.004465
2014-05-15,10Y,0.005502
2014-05-15,15Y,0.005323
2014-05-15,20Y,0.005188
2014-05-15,30Y,0.00688
