id,contract_id,contract_type,side,seller_id,branch_code,currency,rating,notional,rate_type,interest_rate,spread_over_index,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,profiles_json,rates_json,risk_weight,created_at
6c9667a3-97e7-4393-bcaf-ab1e0469af54,CNT-17B7FA2829FC,BULLET,ASSET,SLR-ES-009,US,USD,BBB,3920970.0,fixed,0.07008,0.0,2021-05-05,2024-10-16,42,annual,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0,none,"[0.97619, 0.928571, 0.857143, 0.714286, 0.428571, 0.142857, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.678468
1bbee6c1-92cb-4619-b36b-2d201208690a,CNT-BCACC5B022AC,REVOLVER,ASSET,SLR-DE-003,US,USD,AA,7029808.0,fixed,0.04517,0.0,2023-07-05,2025-01-25,19,annual,ACT/360,Following,linear,False,0.0,commercial,"[0.947368, 0.842105, 0.684211, 0.368421, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.678518
458a82f7-d6a5-4bb6-8ed8-0d0789a9cef7,CNT-C3B9AEEF6E74,REVOLVER,ASSET,SLR-ES-008,US,USD,NR,3909452.0,floating,0.07461,0.0,2023-05-14,2026-12-24,44,quarterly,30/360,Preceding,linear,False,0.0,commercial,"[0.977273, 0.931818, 0.863636, 0.727273, 0.454545, 0.181818, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.678584
27c3c335-03d2-48ad-bc44-91b959a3994c,CNT-8FDA536C6607,BULLET,ASSET,SLR-US-008,US,USD,A,6172658.0,floating,0.0748,0.0,2026-02-15,2029-08-28,43,monthly,30/360,ModifiedFollowing,bullet,True,0.0,commercial,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.678646
44dccd9a-49d9-4fea-a100-de0128df98da,CNT-A49818D88742,BULLET,ASSET,SLR-FR-002,US,USD,A,8498305.0,floating,0.07523,0.0,2023-09-01,2024-04-28,8,monthly,ACT/360,Preceding,bullet,True,0.0,none,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]",1.0,2026-04-09T16:53:10.678704
08f5c2bd-7caf-444e-9b4d-63ff748a19bf,CNT-988963A732E6,REVOLVER,ASSET,SLR-DE-009,US,USD,BBB,4362802.0,floating,0.06821,0.0,2025-02-27,2028-11-08,45,monthly,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0,commercial,"[0.977778, 0.933333, 0.866667, 0.733333, 0.466667, 0.2, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.678787
e4ddb28b-811a-4590-807e-b80f2bf01c02,CNT-485D8278BE5E,REVOLVER,ASSET,SLR-ES-009,US,USD,B,1805982.0,fixed,0.04219,0.0,2024-04-27,2025-09-19,17,semiannual,ACT/ACT,Preceding,constant_installment,True,0.0,none,"[0.941176, 0.823529, 0.647059, 0.294118, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.678837
2a8f6e77-09ca-4404-9bfc-ac67d70a6a94,CNT-78FCB95947EE,BULLET,ASSET,SLR-US-010,US,USD,BBB,2076894.0,floating,0.07487,0.0,2023-10-07,2028-06-12,57,quarterly,ACT/360,Preceding,bullet,True,0.0,personal,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.678898
06bea5fc-990f-4c8a-a1ea-12e3a03f2de4,CNT-5A1481DA0425,BULLET,ASSET,SLR-FR-002,US,USD,B,3095839.0,floating,0.07101,0.0,2022-01-01,2024-06-19,30,annual,30/360,Following,bullet,False,0.0123,personal,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.678952
16a8780c-5bfd-4c37-8262-205aaacb8d61,CNT-F8A6C77E6FDD,BULLET,ASSET,SLR-FR-004,US,USD,BBB,2990080.0,floating,0.07886,0.0,2023-12-12,2025-01-05,13,semiannual,ACT/ACT,Preceding,linear,True,0.0,commercial,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.679001
e3e453d9-a4a9-4aff-b7ca-21eaca7b162c,CNT-C8E1D7049252,REVOLVER,ASSET,SLR-ES-009,US,USD,B,2528067.0,fixed,0.04826,0.0,2024-08-18,2027-03-06,31,quarterly,ACT/365,ModifiedFollowing,constant_installment,True,0.0169,personal,"[0.967742, 0.903226, 0.806452, 0.612903, 0.225806, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.679059
cfae0e95-c262-46c6-991f-55e7eaa4c12d,CNT-5A49D2080168,REVOLVER,ASSET,SLR-ES-012,US,USD,BBB,9460758.0,floating,0.0753,0.0,2024-10-27,2025-11-21,13,annual,30/360,ModifiedFollowing,bullet,False,0.0,none,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.679107
429f7fa3-daed-4509-8e2d-38e2a57348ca,CNT-5142D484DF7B,COMMERCIAL_LOAN,ASSET,SLR-DE-007,US,USD,BB,3571978.0,floating,0.06774,0.0,2022-12-04,2026-06-16,43,quarterly,30/360,ModifiedFollowing,constant_installment,True,0.011,mortgage,"[0.976744, 0.930233, 0.860465, 0.72093, 0.44186, 0.162791, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.679173
5571a7b6-5e99-4d1b-8073-7a733759e720,CNT-ACF931B63D25,BULLET,ASSET,SLR-FR-001,US,USD,B,9425213.0,fixed,0.04635,0.0,2021-09-26,2023-04-19,19,semiannual,ACT/360,Following,bullet,True,0.0003,personal,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.679219
