position_ref,product_type,branch,seller,currency,outstanding,origination_date,maturity_date,client_rate,risk_weight,profiles_json,rates_json
CNT-44C0FBFCD7AC,bullet,ES,SLR-US-008,EUR,4004266.0,2022-10-29,2025-08-14,0.06769,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-4A30F6A4A74E,revolver,FR,SLR-ES-010,GBP,9380578.0,2022-07-24,2023-08-18,0.06792,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-86E94FDC581F,revolver,DE,SLR-FR-006,USD,2244807.0,2021-04-21,2022-09-13,0.06515,1.0,"[0.941176, 0.823529, 0.647059, 0.294118, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-65C211C756A1,revolver,DE,SLR-DE-001,EUR,7731431.0,2021-07-13,2023-04-04,0.05058,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-0ADF344FB782,bullet,ES,SLR-DE-001,GBP,3013096.0,2024-05-20,2027-03-06,0.06519,1.0,"[0.970588, 0.911765, 0.823529, 0.647059, 0.294118, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-47F7511F49B6,revolver,ES,SLR-US-005,USD,1661030.0,2025-07-11,2027-11-28,0.07706,1.0,"[0.965517, 0.896552, 0.793103, 0.586207, 0.172414, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-3457FB1011B3,bullet,FR,SLR-US-003,GBP,9532369.0,2021-10-14,2023-09-04,0.06587,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-BCACC5B022AC,revolver,US,SLR-DE-003,USD,7029808.0,2023-07-05,2025-01-25,0.04517,1.0,"[0.947368, 0.842105, 0.684211, 0.368421, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-4660B290A67C,bullet,DE,SLR-ES-015,GBP,5451761.0,2022-08-26,2024-03-18,0.06836,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-E95AA7D0E5D5,bullet,DE,SLR-US-004,USD,6187044.0,2022-04-14,2025-02-27,0.07564,1.0,"[0.971429, 0.914286, 0.828571, 0.657143, 0.314286, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-367075D8F097,bullet,ES,SLR-FR-010,USD,1695367.0,2022-01-27,2024-10-13,0.0798,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-E900794D3305,revolver,FR,SLR-ES-015,EUR,4529776.0,2022-08-22,2023-12-15,0.04518,1.0,"[0.9375, 0.8125, 0.625, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-5C3C1652191A,revolver,ES,SLR-US-009,GBP,7381182.0,2025-04-13,2026-10-05,0.06989,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-CDA91CFBDFBC,bullet,ES,SLR-US-010,USD,364875.0,2025-06-25,2026-04-21,0.07831,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-0D954E0173A2,revolver,FR,SLR-FR-008,USD,184620.0,2021-07-27,2022-10-20,0.07439,1.0,"[0.933333, 0.8, 0.6, 0.2, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-8EFCAC15DA52,revolver,DE,SLR-DE-006,EUR,7504305.0,2022-02-22,2024-10-09,0.02591,1.0,"[0.96875, 0.90625, 0.8125, 0.625, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-839346619429,bullet,FR,SLR-DE-003,GBP,3777947.0,2025-11-16,2027-05-10,0.06211,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-A49818D88742,bullet,US,SLR-FR-002,USD,8498305.0,2023-09-01,2024-04-28,0.07523,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-2DCFF52BD90E,bullet,US,SLR-ES-007,GBP,3217115.0,2022-05-19,2023-09-11,0.06348,1.0,"[0.9375, 0.8125, 0.625, 0.25, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-8DC9607309AC,revolver,ES,SLR-DE-008,USD,6291485.0,2021-06-23,2022-06-18,0.04105,1.0,"[0.916667, 0.75, 0.5, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-D12680053B24,revolver,US,SLR-FR-013,GBP,1574733.0,2026-01-17,2028-09-03,0.03815,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-86D4836813E4,bullet,DE,SLR-ES-014,USD,1290314.0,2025-01-04,2027-10-21,0.07837,1.0,"[0.970588, 0.911765, 0.823529, 0.647059, 0.294118, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-02942D010FEE,bullet,DE,SLR-DE-012,GBP,8194459.0,2023-10-05,2024-10-29,0.06794,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-A6C15A14C2F7,bullet,US,SLR-DE-013,GBP,6768043.0,2025-12-25,2028-08-11,0.04137,1.0,"[0.96875, 0.90625, 0.8125, 0.625, 0.25, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-D2DA299E6B03,revolver,US,SLR-FR-003,GBP,7741726.0,2025-02-20,2027-05-11,0.03066,1.0,"[0.962963, 0.888889, 0.777778, 0.555556, 0.111111, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-71EFEC389D12,revolver,FR,SLR-DE-012,USD,9152180.0,2023-09-02,2026-01-19,0.07509,1.0,"[0.965517, 0.896552, 0.793103, 0.586207, 0.172414, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-002075B9F5D6,bullet,ES,SLR-DE-006,GBP,9517017.0,2021-09-29,2024-03-17,0.06181,1.0,"[0.966667, 0.9, 0.8, 0.6, 0.2, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-F39EE5AC892C,revolver,DE,SLR-US-009,USD,7339845.0,2025-08-26,2028-08-10,0.0713,1.0,"[0.972222, 0.916667, 0.833333, 0.666667, 0.333333, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-485D8278BE5E,revolver,US,SLR-ES-009,USD,1805982.0,2024-04-27,2025-09-19,0.04219,1.0,"[0.941176, 0.823529, 0.647059, 0.294118, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-CE5B343C665E,revolver,US,SLR-DE-004,GBP,9924640.0,2024-12-22,2027-04-11,0.0681,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-CFE2AB8A488A,revolver,ES,SLR-FR-012,EUR,6054611.0,2024-04-23,2026-12-09,0.04428,1.0,"[0.96875, 0.90625, 0.8125, 0.625, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-5221E066B5CB,revolver,FR,SLR-US-008,USD,5291742.0,2021-12-29,2024-11-13,0.04924,1.0,"[0.971429, 0.914286, 0.828571, 0.657143, 0.314286, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-32E5EC0E25C7,bullet,DE,SLR-ES-007,USD,5732997.0,2025-12-02,2027-04-26,0.05189,1.0,"[0.941176, 0.823529, 0.647059, 0.294118, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-C822E084BA8C,bullet,US,SLR-FR-015,GBP,5636024.0,2024-08-22,2026-07-13,0.03627,1.0,"[0.956522, 0.869565, 0.73913, 0.478261, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-AA4A85363092,bullet,FR,SLR-DE-009,EUR,4149478.0,2024-06-18,2027-02-03,0.05163,1.0,"[0.96875, 0.90625, 0.8125, 0.625, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-5DDA412D8217,bullet,ES,SLR-FR-013,EUR,3544335.0,2022-04-02,2023-03-28,0.06076,1.0,"[1.0, 1.0, 1.0, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-B9B8C188EC3B,bullet,DE,SLR-ES-006,USD,1686269.0,2023-07-20,2026-04-05,0.04637,1.0,"[0.969697, 0.909091, 0.818182, 0.636364, 0.272727, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-692CB99EF1BA,bullet,ES,SLR-FR-007,EUR,7954805.0,2022-03-13,2025-01-26,0.05746,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-DCD414E3702E,bullet,FR,SLR-ES-015,GBP,5804620.0,2023-08-15,2026-01-31,0.06893,1.0,"[0.966667, 0.9, 0.8, 0.6, 0.2, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-5A1481DA0425,bullet,US,SLR-FR-002,USD,3095839.0,2022-01-01,2024-06-19,0.07101,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-F8A6C77E6FDD,bullet,US,SLR-FR-004,USD,2990080.0,2023-12-12,2025-01-05,0.07886,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-C8E1D7049252,revolver,US,SLR-ES-009,USD,2528067.0,2024-08-18,2027-03-06,0.04826,1.0,"[0.967742, 0.903226, 0.806452, 0.612903, 0.225806, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-8D903CADEAA3,bullet,DE,SLR-FR-001,EUR,3495165.0,2024-11-29,2027-11-14,0.03211,1.0,"[0.972222, 0.916667, 0.833333, 0.666667, 0.333333, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-495E9BED687F,bullet,DE,SLR-DE-004,GBP,9460377.0,2023-12-26,2026-07-13,0.06308,1.0,"[0.967742, 0.903226, 0.806452, 0.612903, 0.225806, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-FA452F1A652E,bullet,DE,SLR-DE-005,USD,3342588.0,2025-01-13,2027-08-01,0.05754,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-D7EA0699265D,revolver,DE,SLR-DE-012,USD,5573023.0,2026-01-11,2027-02-05,0.07675,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-D8B972B28DB8,revolver,DE,SLR-ES-006,USD,8186462.0,2021-11-10,2024-02-28,0.05364,1.0,"[0.964286, 0.892857, 0.785714, 0.571429, 0.142857, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-D6B818F0DAEA,revolver,FR,SLR-US-002,GBP,3732144.0,2021-11-02,2023-07-25,0.0636,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-F8EF6449B12E,revolver,FR,SLR-FR-011,USD,8949366.0,2024-03-16,2025-12-06,0.07574,1.0,"[0.952381, 0.857143, 0.714286, 0.428571, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-3839032D921D,bullet,DE,SLR-FR-011,USD,8710184.0,2022-12-07,2025-04-25,0.04744,1.0,"[0.965517, 0.896552, 0.793103, 0.586207, 0.172414, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-07582B1CAC5A,bullet,US,SLR-FR-002,EUR,4642027.0,2022-12-30,2023-07-28,0.06909,1.0,"[0.857143, 0.571429, 0.142857, 0.0]","[0.029, 0.0298, 0.03]"
CNT-C062FEC03260,bullet,DE,SLR-US-007,USD,760288.0,2024-12-26,2027-11-11,0.05483,1.0,"[0.971429, 0.914286, 0.828571, 0.657143, 0.314286, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-200AC405289E,revolver,DE,SLR-ES-013,GBP,3270468.0,2024-04-22,2026-06-11,0.03736,1.0,"[0.961538, 0.884615, 0.769231, 0.538462, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-818CC14BF7E1,bullet,FR,SLR-FR-012,EUR,8940598.0,2022-09-21,2023-10-16,0.03661,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-00A46721CE87,bullet,DE,SLR-FR-008,USD,726378.0,2022-04-26,2023-09-18,0.06349,1.0,"[0.941176, 0.823529, 0.647059, 0.294118, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-0B4224D8A4B8,revolver,FR,SLR-US-011,USD,7615673.0,2024-08-04,2026-07-25,0.07559,1.0,"[0.958333, 0.875, 0.75, 0.5, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-B85E693DEA0D,bullet,ES,SLR-US-008,GBP,4377811.0,2023-12-27,2025-12-16,0.06196,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-5F0FBBD47C1F,bullet,DE,SLR-ES-009,GBP,5670342.0,2024-11-01,2027-06-19,0.04519,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-5A49D2080168,revolver,US,SLR-ES-012,USD,9460758.0,2024-10-27,2025-11-21,0.0753,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-95FAFB0A72FD,bullet,FR,SLR-US-010,GBP,821085.0,2023-07-24,2025-11-10,0.0354,1.0,"[0.964286, 0.892857, 0.785714, 0.571429, 0.142857, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-8DE1BB901FD0,revolver,DE,SLR-DE-014,GBP,5891338.0,2023-08-01,2026-01-17,0.04496,1.0,"[0.966667, 0.9, 0.8, 0.6, 0.2, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-22C6B8D8CA3A,revolver,US,SLR-US-003,EUR,3038504.0,2023-11-06,2026-03-25,0.06815,1.0,"[0.965517, 0.896552, 0.793103, 0.586207, 0.172414, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-7C7DA935C538,bullet,FR,SLR-DE-008,EUR,2700055.0,2023-04-06,2024-04-30,0.02583,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-ACF931B63D25,bullet,US,SLR-FR-001,USD,9425213.0,2021-09-26,2023-04-19,0.04635,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-887BC02564FB,bullet,US,SLR-ES-013,EUR,9087734.0,2025-04-02,2027-12-18,0.04756,1.0,"[0.969697, 0.909091, 0.818182, 0.636364, 0.272727, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-ED37D79E1276,bullet,FR,SLR-ES-010,EUR,7550805.0,2024-12-03,2026-08-25,0.03843,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
