position_ref,product_type,branch,seller,currency,outstanding,origination_date,maturity_date,client_rate,risk_weight,profiles_json,rates_json
CNT-CD9B7D763B16,bullet,DE,SLR-FR-002,EUR,9234173.0,2025-04-06,2028-12-16,0.03901,1.0,"[0.977778, 0.933333, 0.866667, 0.733333, 0.466667, 0.2, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-EA50C2EBE1CE,pam,US,SLR-US-015,EUR,3870684.0,2022-11-21,2024-09-11,0.06177,1.0,"[0.954545, 0.863636, 0.727273, 0.454545, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-14E04C564562,pam,US,SLR-US-007,EUR,6839332.0,2025-02-14,2036-04-17,0.06569,1.0,"[0.992647, 0.977941, 0.955882, 0.911765, 0.823529, 0.735294, 0.558824, 0.382353, 0.117647, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-29F5744FF206,annuite,FR,SLR-FR-013,EUR,7536486.0,2025-05-27,2030-05-31,0.02761,1.0,"[0.983607, 0.95082, 0.901639, 0.803279, 0.606557, 0.409836, 0.016393, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-C390C7A7464C,mortgage,DE,SLR-US-014,EUR,8157706.0,2023-06-29,2038-05-11,0.02665,1.0,"[0.994475, 0.983425, 0.966851, 0.933702, 0.867403, 0.801105, 0.668508, 0.535912, 0.337017, 0.005525, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-C646E6BD7BB2,commercial_loan,US,SLR-ES-008,GBP,3662414.0,2025-11-11,2030-01-19,0.0619,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-4581DC3030FF,demand_deposit,DE,,EUR,8055454.0,2025-10-22,,0.00367,1.0,"[0.0, 0.0]",[0.029]
CNT-76CF53C4C532,pam,ES,SLR-DE-015,EUR,8780838.0,2024-06-01,2052-12-31,0.06167,1.0,"[0.997126, 0.991379, 0.982759, 0.965517, 0.931034, 0.896552, 0.827586, 0.758621, 0.655172, 0.482759, 0.310345, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-07D0A0CC4274,bullet,FR,SLR-US-005,EUR,9455465.0,2025-08-18,2028-04-04,0.04485,1.0,"[0.96875, 0.90625, 0.8125, 0.625, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-22ED84B11B35,bullet,FR,SLR-US-007,GBP,5032741.0,2022-06-21,2026-03-02,0.06268,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-CA94A30CD64E,mortgage,DE,SLR-ES-011,USD,862264.0,2025-09-02,2041-02-10,0.07858,1.0,"[0.994681, 0.984043, 0.968085, 0.93617, 0.87234, 0.808511, 0.680851, 0.553191, 0.361702, 0.042553, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-994A0BBD6BBC,mortgage,FR,SLR-ES-006,EUR,6204416.0,2022-12-04,2034-02-04,0.04182,1.0,"[0.992647, 0.977941, 0.955882, 0.911765, 0.823529, 0.735294, 0.558824, 0.382353, 0.117647, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-EBF8C4EBB214,pam,FR,SLR-DE-003,EUR,6827881.0,2022-09-16,2047-03-09,0.06768,1.0,"[0.996644, 0.989933, 0.979866, 0.959732, 0.919463, 0.879195, 0.798658, 0.718121, 0.597315, 0.395973, 0.194631, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-1A65FF094EC1,savings,US,,USD,31597472.0,2025-08-01,2026-06-27,0.03171,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-B801C035CED6,mortgage,ES,SLR-FR-007,USD,3250180.0,2023-12-15,2038-03-31,0.04095,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-733E4CAA0C09,commercial_loan,ES,SLR-DE-002,EUR,7300770.0,2024-04-02,2025-12-23,0.05217,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-F4A2594C05FB,bullet,US,SLR-FR-006,GBP,5549837.0,2022-09-11,2024-10-30,0.04725,1.0,"[0.961538, 0.884615, 0.769231, 0.538462, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-2D7AEC653063,annuite,US,SLR-DE-009,USD,6822810.0,2023-02-12,2036-12-30,0.06276,1.0,"[0.994083, 0.982249, 0.964497, 0.928994, 0.857988, 0.786982, 0.64497, 0.502959, 0.289941, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-113B3BCD5EED,mortgage,FR,SLR-DE-008,GBP,5633525.0,2025-08-31,2034-02-15,0.04135,1.0,"[0.990291, 0.970874, 0.941748, 0.883495, 0.76699, 0.650485, 0.417476, 0.184466, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-21610C8EC71A,pam,US,SLR-ES-012,USD,4103379.0,2025-05-12,2042-06-12,0.05978,1.0,"[0.995192, 0.985577, 0.971154, 0.942308, 0.884615, 0.826923, 0.711538, 0.596154, 0.423077, 0.134615, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-8868999F8D1C,pam,DE,SLR-DE-009,USD,8478772.0,2023-10-19,2043-05-07,0.07419,1.0,"[0.995798, 0.987395, 0.97479, 0.94958, 0.89916, 0.848739, 0.747899, 0.647059, 0.495798, 0.243697, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-3BA0F8C67678,annuite,FR,SLR-US-006,GBP,5373836.0,2023-02-28,2029-01-27,0.06272,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-94F0A215EB0A,annuite,DE,SLR-US-002,EUR,9809226.0,2022-04-16,2031-05-29,0.0681,1.0,"[0.990991, 0.972973, 0.945946, 0.891892, 0.783784, 0.675676, 0.459459, 0.243243, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-A2753EC85D60,mortgage,DE,SLR-US-002,GBP,7322114.0,2023-06-20,2048-11-05,0.03878,1.0,"[0.996764, 0.990291, 0.980583, 0.961165, 0.92233, 0.883495, 0.805825, 0.728155, 0.61165, 0.417476, 0.223301, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-BD54E4CB2AA4,mortgage,DE,SLR-FR-002,EUR,3058907.0,2025-11-28,2036-07-03,0.06734,1.0,"[0.992248, 0.976744, 0.953488, 0.906977, 0.813953, 0.72093, 0.534884, 0.348837, 0.069767, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-61E0CDB6A3BA,mortgage,US,SLR-ES-012,GBP,1161225.0,2021-10-23,2041-06-10,0.03897,1.0,"[0.995816, 0.987448, 0.974895, 0.949791, 0.899582, 0.849372, 0.748954, 0.648536, 0.497908, 0.246862, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-178277855F70,revolver,FR,SLR-DE-008,USD,1931542.0,2021-10-30,2024-09-14,0.06752,1.0,"[0.971429, 0.914286, 0.828571, 0.657143, 0.314286, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-6A1565A5CAAC,savings,ES,,EUR,45929846.0,2024-10-29,2027-12-13,0.02793,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-D21D59362F7A,commercial_loan,ES,SLR-ES-003,EUR,6227147.0,2025-10-20,2037-12-16,0.05857,1.0,"[0.993243, 0.97973, 0.959459, 0.918919, 0.837838, 0.756757, 0.594595, 0.432432, 0.189189, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-0AE779FF8285,pam,DE,SLR-ES-001,GBP,9039043.0,2021-11-05,2048-09-14,0.06808,1.0,"[0.996942, 0.990826, 0.981651, 0.963303, 0.926606, 0.889908, 0.816514, 0.743119, 0.633028, 0.449541, 0.266055, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-B438A3240B3D,mortgage,FR,SLR-ES-002,GBP,5462832.0,2025-03-03,2044-03-23,0.06029,1.0,"[0.99569, 0.987069, 0.974138, 0.948276, 0.896552, 0.844828, 0.741379, 0.637931, 0.482759, 0.224138, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-CA407672EE74,annuite,US,SLR-DE-006,GBP,8244615.0,2023-09-05,2039-02-13,0.04904,1.0,"[0.994681, 0.984043, 0.968085, 0.93617, 0.87234, 0.808511, 0.680851, 0.553191, 0.361702, 0.042553, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-D27D56EF1FE5,annuite,FR,SLR-FR-002,GBP,4555223.0,2024-06-21,2032-11-06,0.06703,1.0,"[0.990196, 0.970588, 0.941176, 0.882353, 0.764706, 0.647059, 0.411765, 0.176471, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-910C95AA6F05,commercial_loan,FR,SLR-FR-009,GBP,4980190.0,2024-11-30,2027-12-15,0.06833,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-576FF1595C8D,revolver,DE,SLR-ES-001,GBP,9641199.0,2024-08-05,2026-01-27,0.06873,1.0,"[0.944444, 0.833333, 0.666667, 0.333333, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-668876CDB44E,mortgage,FR,SLR-US-006,GBP,9452881.0,2024-06-26,2035-09-27,0.03597,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-9D49B26EBD4A,certificate_of_deposit,FR,,USD,17770100.0,2025-08-19,2028-09-02,0.02522,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-62224587DFC8,mortgage,US,SLR-FR-004,EUR,9972498.0,2023-07-22,2045-08-25,0.03802,1.0,"[0.996283, 0.988848, 0.977695, 0.95539, 0.910781, 0.866171, 0.776952, 0.687732, 0.553903, 0.330855, 0.107807, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-B5748317B42D,mortgage,ES,SLR-US-010,GBP,3781676.0,2022-07-23,2045-04-23,0.03459,1.0,"[0.99639, 0.98917, 0.978339, 0.956679, 0.913357, 0.870036, 0.783394, 0.696751, 0.566787, 0.350181, 0.133574, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-A9398063DED3,mortgage,US,SLR-US-006,GBP,8294509.0,2023-09-26,2040-01-30,0.065,1.0,"[0.994975, 0.984925, 0.969849, 0.939698, 0.879397, 0.819095, 0.698492, 0.577889, 0.396985, 0.095477, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-FD7C3A7714AE,annuite,DE,SLR-US-012,EUR,7429378.0,2024-08-18,2035-06-22,0.04076,1.0,"[0.992424, 0.977273, 0.954545, 0.909091, 0.818182, 0.727273, 0.545455, 0.363636, 0.090909, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-6A905226EBA3,annuite,US,SLR-FR-015,USD,9239089.0,2025-12-25,2040-11-06,0.07918,1.0,"[0.994475, 0.983425, 0.966851, 0.933702, 0.867403, 0.801105, 0.668508, 0.535912, 0.337017, 0.005525, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-27CE138AB272,certificate_of_deposit,DE,,USD,3473607.0,2024-02-29,2024-06-28,0.00832,1.0,"[1.0, 1.0, 0.0]","[0.0532, 0.0528]"
CNT-0D11CFAC0A34,annuite,ES,SLR-US-011,GBP,4024745.0,2022-03-18,2025-09-28,0.06029,1.0,"[0.976744, 0.930233, 0.860465, 0.72093, 0.44186, 0.162791, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-C217B3F401DE,mortgage,DE,SLR-ES-001,GBP,6980771.0,2021-07-05,2047-10-17,0.06705,1.0,"[0.996875, 0.990625, 0.98125, 0.9625, 0.925, 0.8875, 0.8125, 0.7375, 0.625, 0.4375, 0.25, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-964B2499C0C5,bullet,ES,SLR-DE-002,USD,53037.0,2024-08-08,2028-12-15,0.07262,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-ED039CBA3F94,savings,US,,GBP,21362451.0,2024-11-17,2026-03-12,0.0233,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-6AC203ADB7D3,bullet,ES,SLR-ES-008,USD,2128060.0,2023-05-17,2026-03-02,0.07859,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-D09732DAE86C,savings,DE,,EUR,43619799.0,2024-09-14,2027-04-02,0.03148,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-2F5BFFB22906,mortgage,US,SLR-ES-005,GBP,8196400.0,2021-04-19,2039-07-14,0.06627,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-D1F36EA869D8,bullet,US,SLR-FR-006,EUR,495654.0,2025-12-06,2026-12-31,0.06388,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-40156435C7E0,pam,FR,SLR-DE-014,EUR,4050453.0,2023-05-26,2050-01-04,0.05483,1.0,"[0.996914, 0.990741, 0.981481, 0.962963, 0.925926, 0.888889, 0.814815, 0.740741, 0.62963, 0.444444, 0.259259, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-3483A68BF2AF,annuite,DE,SLR-FR-005,GBP,5807629.0,2022-11-23,2025-05-11,0.04767,1.0,"[0.966667, 0.9, 0.8, 0.6, 0.2, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-AB9FEBA97728,annuite,US,SLR-US-001,GBP,6650518.0,2024-08-25,2026-01-17,0.06978,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-87C5B65A4D63,bullet,DE,SLR-DE-006,GBP,671401.0,2024-06-16,2027-12-28,0.03389,1.0,"[0.976744, 0.930233, 0.860465, 0.72093, 0.44186, 0.162791, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-0D559EF0139A,bullet,ES,SLR-FR-004,USD,8094065.0,2021-09-01,2026-04-08,0.06747,1.0,"[0.982143, 0.946429, 0.892857, 0.785714, 0.571429, 0.357143, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-EB6519F2C65D,annuite,ES,SLR-ES-014,USD,7640043.0,2024-02-15,2030-08-12,0.06146,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
CNT-A6451039DC2F,pam,ES,SLR-US-003,USD,2355069.0,2025-12-08,2054-03-11,0.07112,1.0,"[0.997093, 0.991279, 0.982558, 0.965116, 0.930233, 0.895349, 0.825581, 0.755814, 0.651163, 0.476744, 0.302326, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-A2115C97BD91,certificate_of_deposit,DE,,GBP,41325720.0,2023-11-12,2027-10-22,0.02934,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-DAD72AB36C54,mortgage,ES,SLR-ES-014,EUR,6094862.0,2025-08-19,2049-03-16,0.06901,1.0,"[0.996516, 0.989547, 0.979094, 0.958188, 0.916376, 0.874564, 0.790941, 0.707317, 0.581882, 0.372822, 0.163763, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-FE1B1970CE1A,mortgage,FR,SLR-DE-006,GBP,4096407.0,2025-06-26,2032-06-19,0.06147,1.0,"[0.988235, 0.964706, 0.929412, 0.858824, 0.717647, 0.576471, 0.294118, 0.011765, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-AF33AF39FD84,demand_deposit,ES,,USD,11720303.0,2025-05-18,,0.03448,1.0,"[0.0, 0.0]",[0.0532]
CNT-28F3605AAE00,pam,US,SLR-FR-002,EUR,274762.0,2025-03-19,2036-02-20,0.06178,1.0,"[0.992481, 0.977444, 0.954887, 0.909774, 0.819549, 0.729323, 0.548872, 0.368421, 0.097744, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-07006CCB1D33,mortgage,DE,SLR-ES-001,EUR,532621.0,2025-11-06,2052-08-16,0.03207,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-97407E1FB63A,pam,DE,SLR-FR-015,USD,8911266.0,2024-07-15,2041-07-16,0.07992,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-6F143D8BAE7D,mortgage,DE,SLR-US-010,USD,4286341.0,2024-02-03,2042-02-28,0.05707,1.0,"[0.995455, 0.986364, 0.972727, 0.945455, 0.890909, 0.836364, 0.727273, 0.618182, 0.454545, 0.181818, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-79747C2BAB39,pam,DE,SLR-ES-013,GBP,5942391.0,2021-04-16,2050-06-13,0.06122,1.0,"[0.997183, 0.991549, 0.983099, 0.966197, 0.932394, 0.898592, 0.830986, 0.76338, 0.661972, 0.492958, 0.323944, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-78C98A15817C,pam,DE,SLR-US-015,EUR,4683599.0,2022-12-21,2047-04-14,0.05735,1.0,"[0.996622, 0.989865, 0.97973, 0.959459, 0.918919, 0.878378, 0.797297, 0.716216, 0.594595, 0.391892, 0.189189, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-D6AB4580A567,revolver,FR,SLR-DE-003,GBP,524340.0,2025-09-04,2026-12-28,0.06142,1.0,"[0.9375, 0.8125, 0.625, 0.25, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-582ADF4FEEE8,demand_deposit,ES,,EUR,29746808.0,2025-11-29,,0.00707,1.0,"[0.0, 0.0]",[0.029]
CNT-77B395B3F8FA,annuite,ES,SLR-US-008,USD,5801039.0,2023-10-12,2040-08-13,0.06049,1.0,"[0.995122, 0.985366, 0.970732, 0.941463, 0.882927, 0.82439, 0.707317, 0.590244, 0.414634, 0.121951, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-56D4063E907B,savings,DE,,USD,11800678.0,2026-02-23,2027-09-16,0.0138,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-52402090076C,pam,DE,SLR-US-002,GBP,719714.0,2023-09-29,2027-09-08,0.06397,1.0,"[0.979167, 0.9375, 0.875, 0.75, 0.5, 0.25, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-87B3824DEA36,annuite,US,SLR-FR-013,GBP,6080880.0,2025-09-11,2044-02-04,0.0669,1.0,"[0.995536, 0.986607, 0.973214, 0.946429, 0.892857, 0.839286, 0.732143, 0.625, 0.464286, 0.196429, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-97BD7417101A,annuite,ES,SLR-US-013,EUR,8912071.0,2023-05-01,2034-12-29,0.04533,1.0,"[0.992958, 0.978873, 0.957746, 0.915493, 0.830986, 0.746479, 0.577465, 0.408451, 0.15493, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-0F6219B42933,bullet,DE,SLR-ES-007,EUR,7793840.0,2021-12-16,2026-03-25,0.04512,1.0,"[0.980769, 0.942308, 0.884615, 0.769231, 0.538462, 0.307692, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-254182C8D960,pam,ES,SLR-FR-009,GBP,640944.0,2025-11-14,2039-11-01,0.04847,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-6CC2FB4FE305,savings,DE,,USD,6955893.0,2025-05-06,2028-07-19,0.01955,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-6D399F728BDE,commercial_loan,FR,SLR-ES-004,EUR,7354365.0,2023-09-23,2025-07-14,0.02991,1.0,"[0.954545, 0.863636, 0.727273, 0.454545, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
