id,contract_id,contract_type,side,seller_id,branch_code,currency,rating,notional,rate_type,interest_rate,spread_over_index,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,profiles_json,rates_json,risk_weight,created_at
9ef1e0c7-c99a-4eb4-aa24-019ce949d2fa,CNT-AF33AF39FD84,DEMAND_DEPOSIT,PASSIF,,ES,USD,,11720303.0,fixed,0.03448,0.0,2025-05-18,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.0532],1.0,2026-04-09T16:53:10.743637
2d595553-4ca9-4a95-ab2d-627e704f3549,CNT-582ADF4FEEE8,DEMAND_DEPOSIT,PASSIF,,ES,EUR,,29746808.0,fixed,0.00707,0.0,2025-11-29,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.743677
8c9eefed-abdc-4b8e-ba95-ecdd27380900,CNT-56D4063E907B,SAVINGS,PASSIF,,DE,USD,,11800678.0,fixed,0.0138,0.0,2026-02-23,2027-09-16,19,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.743995
b8a336b3-dd72-45a7-8f44-51afac39e7d6,CNT-6CC2FB4FE305,SAVINGS,PASSIF,,DE,USD,,6955893.0,fixed,0.01955,0.0,2025-05-06,2028-07-19,39,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.744253
29528adf-aea6-4895-ab87-ce298ef55f71,CNT-DCE7DD585C86,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,EUR,,6797441.0,fixed,0.04,0.0,2025-04-27,2026-07-21,15,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.744338
5f395ff7-3369-40d5-aa0b-22bfc494020f,CNT-C4D493E87A05,TERM_DEPOSIT,PASSIF,,DE,GBP,,24391397.0,fixed,0.01171,0.0,2025-11-13,2028-03-02,28,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]",1.0,2026-04-09T16:53:10.744437
a370c327-2412-4a0b-84c9-0dc270d7f168,CNT-61A36F5714AE,DEMAND_DEPOSIT,PASSIF,,DE,USD,,38590920.0,fixed,0.01653,0.0,2023-07-04,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.0532],1.0,2026-04-09T16:53:10.744477
a5f40d3c-ade3-42b7-9725-ae8966d21398,CNT-235E2139D01D,SAVINGS,PASSIF,,FR,USD,,42627959.0,fixed,0.0359,0.0,2025-09-30,2028-07-16,34,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.744575
1e539f4e-b29c-40a6-8629-5411b26237be,CNT-9CCCC8619710,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,USD,,40440604.0,fixed,0.03948,0.0,2024-02-21,2028-04-30,51,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.744713
f201ddb5-5a1c-423c-a239-7ed5c82999c4,CNT-1D5CA0A353BB,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,USD,,20034762.0,fixed,0.03753,0.0,2024-07-26,2025-07-21,12,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.744800
426c012f-52fe-410b-860d-b2c2a6a8c16e,CNT-2E2FB2ED4B59,TERM_DEPOSIT,PASSIF,,DE,USD,,18319786.0,fixed,0.03957,0.0,2023-06-03,2025-11-19,30,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.744919
27f47806-7be8-4bea-b618-d8260d8a1791,CNT-3EBA9ADC7835,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,USD,,29989913.0,fixed,0.01067,0.0,2024-09-22,2029-08-27,60,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]",1.0,2026-04-09T16:53:10.745105
a9533181-2bae-49a5-a71e-6e213ff87d0c,CNT-E306F043E456,DEMAND_DEPOSIT,PASSIF,,FR,EUR,,11051901.0,fixed,0.03332,0.0,2023-05-10,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.745143
a67edcce-7939-4398-a3d4-681956cc7441,CNT-BEE2EADBEBA0,CERTIFICATE_OF_DEPOSIT,PASSIF,,DE,EUR,,3743655.0,fixed,0.00901,0.0,2023-06-13,2027-01-23,44,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]",1.0,2026-04-09T16:53:10.745249
59549066-337f-46c0-b668-f63712ad41d1,CNT-3761DA2B60ED,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,EUR,,25677772.0,fixed,0.01695,0.0,2025-06-06,2026-12-28,19,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.745330
37ff6bf6-3c6a-4c36-b555-697477acdead,CNT-0D298F7F1706,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,EUR,,11987162.0,fixed,0.0386,0.0,2025-06-11,2029-01-21,44,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]",1.0,2026-04-09T16:53:10.745440
057caff2-cfe0-4ed1-890b-ff0f8876e091,CNT-0964AE5B4EE5,SAVINGS,PASSIF,,FR,USD,,26076361.0,fixed,0.00325,0.0,2023-11-16,2028-09-20,59,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.745556
4153391f-2304-4e57-9839-5195022fb0aa,CNT-BB102F955AAF,DEMAND_DEPOSIT,PASSIF,,FR,EUR,,46692689.0,fixed,0.03755,0.0,2025-07-13,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.745596
9c703c8e-16b2-4405-a577-2ada458e240c,CNT-4A12D5630C41,DEMAND_DEPOSIT,PASSIF,,FR,EUR,,39405326.0,fixed,0.03722,0.0,2024-06-04,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.745634
fdc24ba1-69b2-4d30-b071-7763cb22180f,CNT-CD2BC29ECAD2,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,,40490822.0,fixed,0.0328,0.0,2025-06-05,2027-09-23,28,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.745797
e4a52e8c-4580-4d87-96b8-ede5e0d974b6,CNT-BB06AA1F83CC,TERM_DEPOSIT,PASSIF,,FR,EUR,,33209758.0,fixed,0.02184,0.0,2024-12-19,2029-02-26,51,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]",1.0,2026-04-09T16:53:10.745911
89cc8716-bf69-4652-af00-84fdadf68aa7,CNT-A89837B13F2A,SAVINGS,PASSIF,,ES,GBP,,16813340.0,fixed,0.0072,0.0,2024-08-26,2026-04-18,20,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]",1.0,2026-04-09T16:53:10.746010
a0b43210-9075-42f1-85ca-5aa1b5f90a52,CNT-FD4372ED4183,DEMAND_DEPOSIT,PASSIF,,DE,GBP,,19843491.0,fixed,0.03516,0.0,2025-01-14,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.0492],1.0,2026-04-09T16:53:10.746048
c617f3fd-d62c-42f8-8a94-0b1f70605210,CNT-CC949651444C,SAVINGS,PASSIF,,DE,EUR,,41100542.0,fixed,0.00436,0.0,2023-10-03,2025-01-25,16,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.746195
ca4c2607-e43a-4580-bbdd-61a5b760642a,CNT-18C85D9CD00E,TERM_DEPOSIT,PASSIF,,DE,EUR,,48625731.0,fixed,0.03775,0.0,2025-11-27,2026-02-25,3,quarterly,ACT/365,,,False,0.0,,"[1.0, 0.0, 0.0]","[0.029, 0.0298]",1.0,2026-04-09T16:53:10.746272
a927e3b8-c853-40b3-a083-010f66726562,CNT-2A17D595C87C,SAVINGS,PASSIF,,FR,GBP,,11827895.0,fixed,0.03932,0.0,2024-01-05,2028-07-12,55,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]",1.0,2026-04-09T16:53:10.746423
6f3ac701-fc6b-4055-b4ad-f64128b7b514,CNT-8D287ABB75CC,SAVINGS,PASSIF,,ES,EUR,,44341974.0,fixed,0.01391,0.0,2025-02-14,2025-09-12,7,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03]",1.0,2026-04-09T16:53:10.746488
f012fecc-f548-4c0d-846d-b652acbde695,CNT-35EE8C38F59A,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,USD,,30144546.0,fixed,0.0164,0.0,2025-12-29,2026-06-27,6,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 0.0, 0.0]","[0.0532, 0.0528, 0.052]",1.0,2026-04-09T16:53:10.746568
d1b5c2ee-fa22-4d73-b60c-acbe70fcd194,CNT-0163470EF882,TERM_DEPOSIT,PASSIF,,ES,USD,,48037697.0,fixed,0.03582,0.0,2023-08-16,2026-08-30,37,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.746677
caf95761-accd-48f3-8878-d06df8aea047,CNT-2D73A92D0A94,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,EUR,,44962493.0,fixed,0.0112,0.0,2024-06-05,2024-11-02,5,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 0.0]","[0.029, 0.0298]",1.0,2026-04-09T16:53:10.746729
5fd7a528-c2ed-4885-ab92-39f43b3250f1,CNT-6655E8CF7DC7,DEMAND_DEPOSIT,PASSIF,,ES,EUR,,49798717.0,fixed,0.03924,0.0,2024-05-16,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.746789
f206b161-0f23-4457-903b-222dd32ca26c,CNT-30ED3A6A9464,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,EUR,,12553027.0,fixed,0.00401,0.0,2024-08-12,2025-11-05,15,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.746870
f71cea67-99a7-4c18-9472-057a7808110a,CNT-8663BC55AE5A,TERM_DEPOSIT,PASSIF,,DE,GBP,,46939996.0,fixed,0.0297,0.0,2025-07-10,2027-08-29,26,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]",1.0,2026-04-09T16:53:10.747010
09057ada-aa5b-4c53-a09a-5a37ae6c58b4,CNT-0A815BA27C36,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,USD,,33497278.0,fixed,0.00952,0.0,2024-09-05,2026-07-27,23,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.747105
443085c4-d56a-446a-b106-e2624d64b2a5,CNT-1A586C7B7758,SAVINGS,PASSIF,,US,USD,,803225.0,fixed,0.02823,0.0,2023-08-11,2024-04-07,8,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]",1.0,2026-04-09T16:53:10.747176
f09830f6-6279-4eaf-9a25-8106c8bca461,CNT-261AFFD0B523,TERM_DEPOSIT,PASSIF,,ES,USD,,15834617.0,fixed,0.02328,0.0,2024-11-27,2025-11-22,12,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.747259
99608737-5c0d-4860-973a-e7e6413cd7d4,CNT-35D2D8484435,TERM_DEPOSIT,PASSIF,,FR,GBP,,12350393.0,fixed,0.02132,0.0,2023-08-31,2026-10-14,38,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]",1.0,2026-04-09T16:53:10.747368
adfee322-105e-40a1-aac3-b62cf7ad91d5,CNT-8B70A21DD8B8,TERM_DEPOSIT,PASSIF,,DE,GBP,,35138792.0,fixed,0.00627,0.0,2025-03-13,2027-07-31,29,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]",1.0,2026-04-09T16:53:10.747462
03cb7ceb-cdba-4099-b5a6-80cc9f7dd0bf,CNT-27781C768250,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,GBP,,36491757.0,fixed,0.0228,0.0,2023-06-11,2025-10-28,29,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]",1.0,2026-04-09T16:53:10.747557
34774200-d0c8-499d-b8c5-d28e22cb96dd,CNT-A741C3407826,DEMAND_DEPOSIT,PASSIF,,FR,EUR,,35322148.0,fixed,0.02928,0.0,2024-01-11,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.747596
319b1fd4-7b80-4829-8717-5a1706b8b814,CNT-D8FCCDA6855D,TERM_DEPOSIT,PASSIF,,FR,USD,,37802001.0,fixed,0.0308,0.0,2023-10-11,2025-12-29,27,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.747708
116d6cd9-a1a0-471f-9dc6-b3ec72a4a9bf,CNT-CA23715FC6C5,DEMAND_DEPOSIT,PASSIF,,US,GBP,,2542440.0,fixed,0.03307,0.0,2023-04-28,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.0492],1.0,2026-04-09T16:53:10.747812
097763ac-4f45-48b7-8543-a5bc566faaef,CNT-936E98C409D4,TERM_DEPOSIT,PASSIF,,ES,EUR,,15148598.0,fixed,0.01105,0.0,2024-01-08,2027-05-22,41,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]",1.0,2026-04-09T16:53:10.747936
a8e669b1-6191-4149-922f-fa381d693cda,CNT-7DD2C60CE7B2,DEMAND_DEPOSIT,PASSIF,,ES,EUR,,41019539.0,fixed,0.01726,0.0,2025-03-10,,0,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.029],1.0,2026-04-09T16:53:10.747975
c570ce4e-3928-49b1-bb84-d36c8558984f,CNT-B4524E76700D,TERM_DEPOSIT,PASSIF,,DE,EUR,,4551033.0,fixed,0.03097,0.0,2024-05-18,2024-11-14,6,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 0.0, 0.0]","[0.029, 0.0298, 0.03]",1.0,2026-04-09T16:53:10.748040
2283c063-23ec-4f1a-a119-7e5f5f9bf94f,CNT-0A507F000539,TERM_DEPOSIT,PASSIF,,FR,EUR,,39952650.0,fixed,0.03936,0.0,2025-04-05,2027-01-25,22,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.748120
7e2d9a59-e534-4a2e-99b3-8394bc190e0e,CNT-97927F6DFFB1,TERM_DEPOSIT,PASSIF,,US,EUR,,18307514.0,fixed,0.01218,0.0,2024-05-26,2025-06-20,13,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.748200
8acf7a9b-41b6-403f-ab94-ac73ca7b1a8d,CNT-89320FD0F336,SAVINGS,PASSIF,,DE,EUR,,31065493.0,fixed,0.03442,0.0,2023-06-13,2025-08-31,27,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]",1.0,2026-04-09T16:53:10.748295
545c831e-0e76-4eb6-98a0-ef6eba3a576a,CNT-7F74AFEFA72F,CERTIFICATE_OF_DEPOSIT,PASSIF,,DE,USD,,33661746.0,fixed,0.00347,0.0,2024-04-02,2024-07-31,4,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 0.0]","[0.0532, 0.0528]",1.0,2026-04-09T16:53:10.748348
48de1186-b337-4086-b78c-e04d4cb35c89,CNT-B530117A5F8D,SAVINGS,PASSIF,,DE,GBP,,39829531.0,fixed,0.0141,0.0,2024-04-07,2027-09-19,42,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]",1.0,2026-04-09T16:53:10.748457
95e4cf64-b3aa-4256-940a-3ea85522f148,CNT-D60C266986AF,SAVINGS,PASSIF,,FR,GBP,,15975556.0,fixed,0.01212,0.0,2025-03-16,2028-01-30,35,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]",1.0,2026-04-09T16:53:10.748551
ad700a8a-85d7-43a7-ad78-60b3edc10a5f,CNT-DE910ABF9E19,SAVINGS,PASSIF,,ES,USD,,23085182.0,fixed,0.01542,0.0,2025-01-14,2026-06-08,17,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.748628
08b2e9bc-7ff7-4b98-a1e3-b6d4cb748853,CNT-776D3C737659,SAVINGS,PASSIF,,US,GBP,,49109564.0,fixed,0.03637,0.0,2023-09-17,2027-07-28,47,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]",1.0,2026-04-09T16:53:10.748798
d8dc9fdf-6690-468d-8634-9cd20593ba72,CNT-4FF69C9EDE7C,SAVINGS,PASSIF,,US,USD,,48174490.0,fixed,0.00285,0.0,2023-12-08,2025-05-01,17,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]",1.0,2026-04-09T16:53:10.748865
d9625d54-9501-492b-903e-2a7119123ea1,CNT-44B2BAFF8843,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,,6066596.0,fixed,0.03648,0.0,2023-12-27,2024-01-26,1,monthly,ACT/365,,,False,0.0,,"[0.0, 0.0]",[0.0532],1.0,2026-04-09T16:53:10.748890
911b2177-72e4-4fad-87b0-666001b46361,CNT-A7A1244AC105,SAVINGS,PASSIF,,ES,USD,,5385054.0,fixed,0.01337,0.0,2023-11-29,2027-04-12,41,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.748964
38d1328b-fc33-47d9-ba2e-2b1b8198c352,CNT-82C7BE8BA017,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,GBP,,10770459.0,fixed,0.03713,0.0,2024-04-28,2026-07-17,27,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]",1.0,2026-04-09T16:53:10.749016
220f9a0c-27bf-4521-9ebe-66df2df83730,CNT-E6A0B86D7E44,SAVINGS,PASSIF,,ES,EUR,,7851137.0,fixed,0.0287,0.0,2023-10-06,2025-06-27,21,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.749061
96591589-3489-45f8-aa91-781e9087afd0,CNT-BE76BAFA0C2F,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,,41143141.0,fixed,0.01506,0.0,2023-10-12,2027-09-21,48,quarterly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]",1.0,2026-04-09T16:53:10.749120
7ba883f8-7b6f-435d-9cb7-1cdfd940bb2c,CNT-24E78D55F441,SAVINGS,PASSIF,,DE,EUR,,35871366.0,fixed,0.00405,0.0,2024-09-25,2025-09-20,12,monthly,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]",1.0,2026-04-09T16:53:10.749169
3fe72a8c-1f0f-4396-8f47-3f5d4ebd37cd,CNT-FC04BCEA8525,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,USD,,19795800.0,fixed,0.00177,0.0,2023-09-02,2026-03-20,31,annual,ACT/365,,,False,0.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]",1.0,2026-04-09T16:53:10.749222
